rxn_number,functional,program,thermo_kcal_mol,forward_kinetic_kcal_mol,reverse_kinetic_kcal_mol,thermo_reference_kcal_mol,forward_kinetic_reference_kcal_mol,reverse_kinetic_reference_kcal_mol,thermo_error_kcal_mol,forward_kinetic_error_kcal_mol,reverse_kinetic_error_kcal_mol,kinetic_error_kcal_mol
5,esen-sm-direct-all-omol,ASE,-26.09878573,-8.17591951,17.92286622,-27.89519480,-7.24034115,20.65489811,1.79640907,-0.93557836,-2.73203189,1.83380513
5,extra_large,ASE,-28.32657834,-2.67066518,25.65591316,-27.89519480,-7.24034115,20.65489811,-0.43138354,4.56967597,5.00101505,4.78534551
5,orbmol_v1_conservative,ASE,-27.03610762,-2.67758156,24.35852606,-27.89519480,-7.24034115,20.65489811,0.85908718,4.56275959,3.70362795,4.13319377
5,orbmol_v1_direct,ASE,-24.86605287,-0.00037617,24.86567670,-27.89519480,-7.24034115,20.65489811,3.02914193,7.23996498,4.21077859,5.72537178
5,orbmol_v2,ASE,-27.60768354,-6.99048507,20.61719847,-27.89519480,-7.24034115,20.65489811,0.28751126,0.24985608,-0.03769964,0.14377786
5,polar-1-l,ASE,-29.63922668,-6.10787567,23.53135101,-27.89519480,-7.24034115,20.65489811,-1.74403188,1.13246548,2.87645290,2.00445919
5,polar-1-m,ASE,-28.02568657,-2.86384463,25.16184194,-27.89519480,-7.24034115,20.65489811,-0.13049177,4.37649652,4.50694383,4.44172017
5,polar-1-s,ASE,-24.78422631,7.51378218,32.29800849,-27.89519480,-7.24034115,20.65489811,3.11096849,14.75412333,11.64311038,13.19861685
5,uma-m-1p1,ASE,-27.23896829,-5.52376953,21.71519876,-27.89519480,-7.24034115,20.65489811,0.65622651,1.71657162,1.06030065,1.38843613
5,uma-s-1p1,ASE,-26.23221442,-2.95593282,23.27628160,-27.89519480,-7.24034115,20.65489811,1.66298038,4.28440833,2.62138349,3.45289591
5,uma-s-1p2,ASE,-27.41513956,-4.53942873,22.87571083,-27.89519480,-7.24034115,20.65489811,0.48005524,2.70091242,2.22081272,2.46086257
6,aimnet2-nse,ASE,-42.60541704,0.56334478,43.16876182,-44.28782078,-2.49402015,41.79387120,1.68240374,3.05736493,1.37489062,2.21612778
6,allscaip-md-conserving-all-omol,ASE,-46.34934691,-3.53678589,42.81256102,-44.28782078,-2.49402015,41.79387120,-2.06152613,-1.04276574,1.01868982,1.03072778
6,allscaip-md-direct-all-omol,ASE,-45.27418141,-2.01518864,43.25899277,-44.28782078,-2.49402015,41.79387120,-0.98636063,0.47883151,1.46512157,0.97197654
6,esen-md-direct-all-omol,ASE,-45.34618858,-2.79627242,42.54991616,-44.28782078,-2.49402015,41.79387120,-1.05836780,-0.30225227,0.75604496,0.52914861
6,esen-sm-conserving-all-omol,ASE,-44.47744855,-2.49736244,41.98008611,-44.28782078,-2.49402015,41.79387120,-0.18962777,-0.00334229,0.18621491,0.09477860
6,esen-sm-direct-all-omol,ASE,-44.85476792,-0.65458547,44.20018245,-44.28782078,-2.49402015,41.79387120,-0.56694714,1.83943468,2.40631125,2.12287297
6,extra_large,ASE,-46.72787821,-2.31958584,44.40829237,-44.28782078,-2.49402015,41.79387120,-2.44005743,0.17443431,2.61442117,1.39442774
6,orbmol_v1_conservative,ASE,-45.52407113,-2.91625249,42.60781864,-44.28782078,-2.49402015,41.79387120,-1.23625035,-0.42223234,0.81394744,0.61808989
6,orbmol_v1_direct,ASE,-43.03358031,1.64263138,44.67621169,-44.28782078,-2.49402015,41.79387120,1.25424047,4.13665153,2.88234049,3.50949601
6,orbmol_v2,ASE,-45.60042548,-2.41097223,43.18945325,-44.28782078,-2.49402015,41.79387120,-1.31260470,0.08304792,1.39558205,0.73931499
6,polar-1-l,ASE,-47.06018177,-4.18468127,42.87550050,-44.28782078,-2.49402015,41.79387120,-2.77236099,-1.69066112,1.08162930,1.38614521
6,polar-1-m,ASE,-43.67337049,-0.11189851,43.56147198,-44.28782078,-2.49402015,41.79387120,0.61445029,2.38212164,1.76760078,2.07486121
6,polar-1-s,ASE,-35.28494075,-0.72643323,34.55850752,-44.28782078,-2.49402015,41.79387120,9.00288003,1.76758692,-7.23536368,4.50147530
6,uma-m-1p1,ASE,-44.97713959,-2.82866161,42.14847798,-44.28782078,-2.49402015,41.79387120,-0.68931881,-0.33464146,0.35460678,0.34462412
6,uma-s-1p1,ASE,-45.11498992,-1.27193514,43.84305478,-44.28782078,-2.49402015,41.79387120,-0.82716914,1.22208501,2.04918358,1.63563430
6,uma-s-1p2,ASE,-45.27007606,-2.04986275,43.22021331,-44.28782078,-2.49402015,41.79387120,-0.98225528,0.44415740,1.42634211,0.93524976
7,aimnet2-nse,ASE,-11.66149529,18.04407558,29.70557087,-17.29839366,6.47177450,23.77019572,5.63689837,11.57230109,5.93537515,8.75383812
7,allscaip-md-conserving-all-omol,ASE,-15.70282334,7.40164672,23.10447006,-17.29839366,6.47177450,23.77019572,1.59557032,0.92987223,-0.66572566,0.79779894
7,allscaip-md-direct-all-omol,ASE,-16.03592899,7.72537269,23.76130168,-17.29839366,6.47177450,23.77019572,1.26246467,1.25359820,-0.00889404,0.63124612
7,esen-md-direct-all-omol,ASE,-15.72572533,7.69592656,23.42165189,-17.29839366,6.47177450,23.77019572,1.57266833,1.22415206,-0.34854383,0.78634795
7,esen-sm-conserving-all-omol,ASE,-13.55512696,11.94201110,25.49713806,-17.29839366,6.47177450,23.77019572,3.74326670,5.47023661,1.72694234,3.59858947
7,esen-sm-direct-all-omol,ASE,-16.47165110,11.59812081,28.06977191,-17.29839366,6.47177450,23.77019572,0.82674256,5.12634631,4.29957619,4.71296125
7,extra_large,ASE,-5.72252887,21.91173615,27.63426502,-17.29839366,6.47177450,23.77019572,11.57586479,15.43996165,3.86406930,9.65201548
7,orbmol_v1_conservative,ASE,-12.60202561,16.13365432,28.73567993,-17.29839366,6.47177450,23.77019572,4.69636805,9.66187983,4.96548421,7.31368202
7,orbmol_v1_direct,ASE,-14.78462924,10.45071292,25.23534216,-17.29839366,6.47177450,23.77019572,2.51376442,3.97893842,1.46514644,2.72204243
7,orbmol_v2,ASE,-13.41949690,11.71171597,25.13121287,-17.29839366,6.47177450,23.77019572,3.87889676,5.23994147,1.36101715,3.30047931
7,polar-1-l,ASE,-7.97296337,13.88198720,21.85495057,-17.29839366,6.47177450,23.77019572,9.32543029,7.41021271,-1.91524515,4.66272893
7,polar-1-m,ASE,-9.97942118,12.58024224,22.55966342,-17.29839366,6.47177450,23.77019572,7.31897248,6.10846774,-1.21053230,3.65950002
7,polar-1-s,ASE,-14.47919747,10.48401785,24.96321532,-17.29839366,6.47177450,23.77019572,2.81919619,4.01224335,1.19301960,2.60263148
7,uma-m-1p1,ASE,-15.16106768,8.61809394,23.77916162,-17.29839366,6.47177450,23.77019572,2.13732598,2.14631945,0.00896590,1.07764267
7,uma-s-1p1,ASE,-15.95645509,8.10770469,24.06415978,-17.29839366,6.47177450,23.77019572,1.34193857,1.63593019,0.29396406,0.96494713
7,uma-s-1p2,ASE,-14.30705137,9.16626382,23.47331519,-17.29839366,6.47177450,23.77019572,2.99134229,2.69448933,-0.29688053,1.49568493
8,aimnet2-nse,ASE,-37.40894652,0.41426115,37.82320767,-34.68937600,-0.44372677,34.24570451,-2.71957052,0.85798792,3.57750316,2.21774554
8,allscaip-md-conserving-all-omol,ASE,-36.70941389,-1.53572178,35.17369211,-34.68937600,-0.44372677,34.24570451,-2.02003789,-1.09199501,0.92798760,1.00999131
8,allscaip-md-direct-all-omol,ASE,-35.30892659,0.48436426,35.79329085,-34.68937600,-0.44372677,34.24570451,-0.61955059,0.92809103,1.54758634,1.23783868
8,esen-md-direct-all-omol,ASE,-36.53464696,-1.94468807,34.58995889,-34.68937600,-0.44372677,34.24570451,-1.84527096,-1.50096130,0.34425438,0.92260784
8,esen-sm-conserving-all-omol,ASE,-35.31663210,1.04098535,36.35761745,-34.68937600,-0.44372677,34.24570451,-0.62725610,1.48471212,2.11191294,1.79831253
8,esen-sm-direct-all-omol,ASE,-35.88862777,-0.98055250,34.90807527,-34.68937600,-0.44372677,34.24570451,-1.19925177,-0.53682573,0.66237076,0.59959825
8,extra_large,ASE,-34.89721818,-0.17547383,34.72174435,-34.68937600,-0.44372677,34.24570451,-0.20784218,0.26825294,0.47603984,0.37214639
8,orbmol_v1_conservative,ASE,-35.52010033,1.14738533,36.66748566,-34.68937600,-0.44372677,34.24570451,-0.83072433,1.59111210,2.42178115,2.00644662
8,orbmol_v1_direct,ASE,-35.66066031,0.98003182,36.64069213,-34.68937600,-0.44372677,34.24570451,-0.97128431,1.42375859,2.39498762,1.90937310
8,orbmol_v2,ASE,-34.87589226,0.18856158,35.06445384,-34.68937600,-0.44372677,34.24570451,-0.18651626,0.63228835,0.81874933,0.72551884
8,polar-1-l,ASE,-35.98575068,-1.16988075,34.81586993,-34.68937600,-0.44372677,34.24570451,-1.29637468,-0.72615398,0.57016542,0.64815970
8,polar-1-m,ASE,-36.99197831,1.12902216,38.12100047,-34.68937600,-0.44372677,34.24570451,-2.30260231,1.57274893,3.87529596,2.72402244
8,polar-1-s,ASE,-32.94129042,7.74879325,40.69008367,-34.68937600,-0.44372677,34.24570451,1.74808558,8.19252002,6.44437916,7.31844959
8,uma-m-1p1,ASE,-35.63126671,-0.82253850,34.80872821,-34.68937600,-0.44372677,34.24570451,-0.94189071,-0.37881173,0.56302370,0.47091772
8,uma-s-1p1,ASE,-34.59545511,0.50587191,35.10132702,-34.68937600,-0.44372677,34.24570451,0.09392089,0.94959868,0.85562251,0.90261059
8,uma-s-1p2,ASE,-37.04194819,-2.30926905,34.73267914,-34.68937600,-0.44372677,34.24570451,-2.35257219,-1.86554228,0.48697463,1.17625846
9,aimnet2-nse,ASE,-8.39544513,19.50076424,27.89620937,-10.56816073,9.12405835,19.69223593,2.17271560,10.37670589,8.20397344,9.29033966
9,allscaip-md-conserving-all-omol,ASE,-10.11369839,11.67835923,21.79205762,-10.56816073,9.12405835,19.69223593,0.45446234,2.55430088,2.09982169,2.32706128
9,allscaip-md-direct-all-omol,ASE,-8.51674468,11.79993790,20.31668258,-10.56816073,9.12405835,19.69223593,2.05141605,2.67587955,0.62444665,1.65016310
9,esen-md-direct-all-omol,ASE,-9.21597916,11.69731590,20.91329506,-10.56816073,9.12405835,19.69223593,1.35218157,2.57325755,1.22105913,1.89715834
9,esen-sm-conserving-all-omol,ASE,-10.13025677,12.25076815,22.38102492,-10.56816073,9.12405835,19.69223593,0.43790396,3.12670980,2.68878899,2.90774939
9,esen-sm-direct-all-omol,ASE,-10.61416998,15.62265655,26.23682653,-10.56816073,9.12405835,19.69223593,-0.04600925,6.49859820,6.54459060,6.52159440
9,extra_large,ASE,-10.29853196,14.67241431,24.97094627,-10.56816073,9.12405835,19.69223593,0.26962877,5.54835596,5.27871034,5.41353315
9,orbmol_v1_conservative,ASE,-7.89044104,15.21804536,23.10848640,-10.56816073,9.12405835,19.69223593,2.67771969,6.09398701,3.41625047,4.75511874
9,orbmol_v1_direct,ASE,-11.92421264,12.62439448,24.54860712,-10.56816073,9.12405835,19.69223593,-1.35605191,3.50033613,4.85637119,4.17835366
9,orbmol_v2,ASE,-10.00039980,11.83659898,21.83699878,-10.56816073,9.12405835,19.69223593,0.56776093,2.71254063,2.14476285,2.42865174
9,polar-1-l,ASE,-9.13430162,12.67323025,21.80753187,-10.56816073,9.12405835,19.69223593,1.43385911,3.54917190,2.11529594,2.83223392
9,polar-1-m,ASE,-8.88884930,15.84254910,24.73139840,-10.56816073,9.12405835,19.69223593,1.67931143,6.71849075,5.03916247,5.87882661
9,polar-1-s,ASE,-2.10446660,26.84737905,28.95184565,-10.56816073,9.12405835,19.69223593,8.46369413,17.72332070,9.25960972,13.49146521
9,uma-m-1p1,ASE,-9.50427193,11.05107431,20.55534624,-10.56816073,9.12405835,19.69223593,1.06388880,1.92701596,0.86311031,1.39506313
9,uma-s-1p1,ASE,-10.09442575,13.03482600,23.12925175,-10.56816073,9.12405835,19.69223593,0.47373498,3.91076765,3.43701582,3.67389173
9,uma-s-1p2,ASE,-9.62356058,11.32885787,20.95241845,-10.56816073,9.12405835,19.69223593,0.94460015,2.20479952,1.26018252,1.73249102
10,aimnet2-nse,ASE,7.34561853,19.72414737,12.37852884,6.90495634,16.32527518,9.42030784,0.44066219,3.39887219,2.95822100,3.17854659
10,allscaip-md-conserving-all-omol,ASE,9.16738824,17.95514619,8.78775795,6.90495634,16.32527518,9.42030784,2.26243190,1.62987101,-0.63254989,1.13121045
10,allscaip-md-direct-all-omol,ASE,8.46724285,17.17958388,8.71234103,6.90495634,16.32527518,9.42030784,1.56228651,0.85430870,-0.70796681,0.78113776
10,esen-md-direct-all-omol,ASE,10.32578275,18.46641416,8.14063141,6.90495634,16.32527518,9.42030784,3.42082641,2.14113898,-1.27967643,1.71040771
10,esen-sm-conserving-all-omol,ASE,9.38814814,20.89489843,11.50675029,6.90495634,16.32527518,9.42030784,2.48319180,4.56962325,2.08644245,3.32803285
10,esen-sm-direct-all-omol,ASE,11.08424088,20.44017444,9.35593356,6.90495634,16.32527518,9.42030784,4.17928454,4.11489926,-0.06437428,2.08963677
10,extra_large,ASE,3.87645027,17.91811049,14.04166022,6.90495634,16.32527518,9.42030784,-3.02850607,1.59283531,4.62135238,3.10709384
10,orbmol_v1_conservative,ASE,12.23511236,21.32781215,9.09269979,6.90495634,16.32527518,9.42030784,5.33015602,5.00253697,-0.32760805,2.66507251
10,orbmol_v1_direct,ASE,7.70906607,20.64825631,12.93919024,6.90495634,16.32527518,9.42030784,0.80410973,4.32298113,3.51888240,3.92093176
10,orbmol_v2,ASE,12.73132631,21.57880423,8.84747792,6.90495634,16.32527518,9.42030784,5.82636997,5.25352905,-0.57282992,2.91317949
10,polar-1-l,ASE,8.07167875,15.82589202,7.75421327,6.90495634,16.32527518,9.42030784,1.16672241,-0.49938316,-1.66609457,1.08273887
10,polar-1-m,ASE,9.59450971,17.14919305,7.55468334,6.90495634,16.32527518,9.42030784,2.68955337,0.82391787,-1.86562450,1.34477119
10,polar-1-s,ASE,11.13151274,16.55833791,5.42682517,6.90495634,16.32527518,9.42030784,4.22655640,0.23306273,-3.99348267,2.11327270
10,uma-m-1p1,ASE,8.52564163,17.16777909,8.64213746,6.90495634,16.32527518,9.42030784,1.62068529,0.84250391,-0.77817038,0.81033715
10,uma-s-1p1,ASE,8.23136957,18.04915957,9.81779000,6.90495634,16.32527518,9.42030784,1.32641323,1.72388439,0.39748216,1.06068327
10,uma-s-1p2,ASE,8.97665668,18.45075846,9.47410178,6.90495634,16.32527518,9.42030784,2.07170034,2.12548328,0.05379394,1.08963861
11,aimnet2-nse,ASE,1.45414108,13.37709321,11.92295213,2.71586670,10.72382225,8.00795122,-1.26172562,2.65327096,3.91500092,3.28413594
11,allscaip-md-conserving-all-omol,ASE,4.29783056,11.49623039,7.19839983,2.71586670,10.72382225,8.00795122,1.58196386,0.77240814,-0.80955138,0.79097976
11,allscaip-md-direct-all-omol,ASE,3.35096511,10.71742972,7.36646461,2.71586670,10.72382225,8.00795122,0.63509841,-0.00639253,-0.64148661,0.32393957
11,esen-md-direct-all-omol,ASE,3.75441443,11.04864310,7.29422867,2.71586670,10.72382225,8.00795122,1.03854773,0.32482085,-0.71372254,0.51927170
11,esen-sm-conserving-all-omol,ASE,3.90279066,13.32830730,9.42551664,2.71586670,10.72382225,8.00795122,1.18692396,2.60448505,1.41756543,2.01102524
11,esen-sm-direct-all-omol,ASE,3.89377582,15.83400370,11.94022788,2.71586670,10.72382225,8.00795122,1.17790912,5.11018145,3.93227667,4.52122906
11,extra_large,ASE,2.51167674,10.37628429,7.86460755,2.71586670,10.72382225,8.00795122,-0.20418996,-0.34753796,-0.14334366,0.24544081
11,orbmol_v1_conservative,ASE,4.03955079,9.17539891,5.13584812,2.71586670,10.72382225,8.00795122,1.32368409,-1.54842334,-2.87210310,2.21026322
11,orbmol_v1_direct,ASE,1.22343261,12.38558422,11.16215161,2.71586670,10.72382225,8.00795122,-1.49243409,1.66176197,3.15420040,2.40798118
11,orbmol_v2,ASE,4.05903867,12.05106194,7.99202327,2.71586670,10.72382225,8.00795122,1.34317197,1.32723969,-0.01592795,0.67158382
11,polar-1-l,ASE,7.56539370,9.80009293,2.23469923,2.71586670,10.72382225,8.00795122,4.84952700,-0.92372932,-5.77325198,3.34849065
11,polar-1-m,ASE,10.53477363,12.48385923,1.94908560,2.71586670,10.72382225,8.00795122,7.81890693,1.76003698,-6.05886561,3.90945130
