species,model,backend,energy_eV,energy_hartree,max_force_eV_per_A,n_atoms,charge,spin_multiplicity,device,repeats,mean_time_seconds,median_time_seconds,min_time_seconds,stdev_time_seconds,status,input_file,error
15-R2,esen-sm-direct-all-omol,fairchem,-2137.904561658833,-78.566543517203,,6,0,1,cuda,1,0.01258283,0.01258283,0.01258283,0.00000000,completed,structures/reference/15-R2.xyz,
15-TS,esen-sm-direct-all-omol,fairchem,-10474.363168084676,-384.925746648758,,18,0,3,cuda,1,0.01357731,0.01357731,0.01357731,0.00000000,completed,structures/reference/15-TS.xyz,
16-P1,esen-sm-direct-all-omol,fairchem,-12522.960594596181,-460.210313483847,,19,0,3,cuda,1,0.01371014,0.01371014,0.01371014,0.00000000,completed,structures/reference/16-P1.xyz,
16-R1,esen-sm-direct-all-omol,fairchem,-10384.675619775737,-381.629790040808,,13,0,3,cuda,1,0.01390478,0.01390478,0.01390478,0.00000000,completed,structures/reference/16-R1.xyz,
16-TS,esen-sm-direct-all-omol,fairchem,-12521.742016919943,-460.165531580227,,19,0,3,cuda,1,0.01362604,0.01362604,0.01362604,0.00000000,completed,structures/reference/16-TS.xyz,
17-P1,esen-sm-direct-all-omol,fairchem,-17623.482891153672,-647.651050624150,,20,0,3,cuda,1,0.01342614,0.01342614,0.01342614,0.00000000,completed,structures/reference/17-P1.xyz,
17-R2,esen-sm-direct-all-omol,fairchem,-9285.196939345626,-341.224693788418,,8,0,1,cuda,1,0.01290954,0.01290954,0.01290954,0.00000000,completed,structures/reference/17-R2.xyz,
17-TS,esen-sm-direct-all-omol,fairchem,-17622.234732195328,-647.605181628463,,20,0,3,cuda,1,0.01310037,0.01310037,0.01310037,0.00000000,completed,structures/reference/17-TS.xyz,
18-P1,esen-sm-direct-all-omol,fairchem,-15110.159116711098,-555.288105505427,,13,0,3,cuda,1,0.01295978,0.01295978,0.01295978,0.00000000,completed,structures/reference/18-P1.xyz,
18-R1,esen-sm-direct-all-omol,fairchem,-10832.622070312500,-398.091518469025,,1,0,3,cuda,1,0.00100694,0.00100694,0.00100694,0.00000000,completed,structures/reference/18-R1.xyz,
18-TS,esen-sm-direct-all-omol,fairchem,-15109.823354848828,-555.275766484576,,13,0,3,cuda,1,0.01309889,0.01309889,0.01309889,0.00000000,completed,structures/reference/18-TS.xyz,
19-P1,esen-sm-direct-all-omol,fairchem,-15076.690636962277,-554.058161560408,,11,0,3,cuda,1,0.01300541,0.01300541,0.01300541,0.00000000,completed,structures/reference/19-P1.xyz,
19-R2,esen-sm-direct-all-omol,fairchem,-4243.964326857676,-155.962812349680,,10,0,1,cuda,1,0.01247268,0.01247268,0.01247268,0.00000000,completed,structures/reference/19-R2.xyz,
19-TS,esen-sm-direct-all-omol,fairchem,-15076.445245861547,-554.049143603788,,11,0,3,cuda,1,0.01250735,0.01250735,0.01250735,0.00000000,completed,structures/reference/19-TS.xyz,
2-P1,esen-sm-direct-all-omol,fairchem,-16784.118339461904,-616.804972291205,,28,0,3,cuda,1,0.01278858,0.01278858,0.01278858,0.00000000,completed,structures/reference/2-P1.xyz,
2-TS,esen-sm-direct-all-omol,fairchem,-16783.257271154034,-616.773328614544,,28,0,3,cuda,1,0.01274622,0.01274622,0.01274622,0.00000000,completed,structures/reference/2-TS.xyz,
20-P1,esen-sm-direct-all-omol,fairchem,-21231.697012179178,-780.250473836464,,14,0,2,cuda,1,0.01264973,0.01264973,0.01264973,0.00000000,completed,structures/reference/20-P1.xyz,
20-P2,esen-sm-direct-all-omol,fairchem,-6300.585480239190,-231.542245708564,,11,0,2,cuda,1,0.01492283,0.01492283,0.01492283,0.00000000,completed,structures/reference/20-P2.xyz,
20-R1,esen-sm-direct-all-omol,fairchem,-27532.221501753120,-1011.790478179421,,25,0,3,cuda,1,0.01293601,0.01293601,0.01293601,0.00000000,completed,structures/reference/20-R1.xyz,
20-TS,esen-sm-direct-all-omol,fairchem,-27531.518003363017,-1011.764625090433,,25,0,3,cuda,1,0.01281089,0.01281089,0.01281089,0.00000000,completed,structures/reference/20-TS.xyz,
21-P1,esen-sm-direct-all-omol,fairchem,-24887.023093886994,-914.581229670219,,22,0,3,cuda,1,0.01277897,0.01277897,0.01277897,0.00000000,completed,structures/reference/21-P1.xyz,
21-R1,esen-sm-direct-all-omol,fairchem,-24886.640863103654,-914.567182948017,,22,0,3,cuda,1,0.01269324,0.01269324,0.01269324,0.00000000,completed,structures/reference/21-R1.xyz,
21-TS,esen-sm-direct-all-omol,fairchem,-24886.264830183754,-914.553363993095,,22,0,3,cuda,1,0.01275118,0.01275118,0.01275118,0.00000000,completed,structures/reference/21-TS.xyz,
22-P1,esen-sm-direct-all-omol,fairchem,-16196.589882372446,-595.213699734259,,28,0,3,cuda,1,0.01294162,0.01294162,0.01294162,0.00000000,completed,structures/reference/22-P1.xyz,
22-R1,esen-sm-direct-all-omol,fairchem,-16195.985155153430,-595.191476418859,,28,0,3,cuda,1,0.01275942,0.01275942,0.01275942,0.00000000,completed,structures/reference/22-R1.xyz,
22-TS,esen-sm-direct-all-omol,fairchem,-16195.488059247256,-595.173208481251,,28,0,3,cuda,1,0.01312551,0.01312551,0.01312551,0.00000000,completed,structures/reference/22-TS.xyz,
23-P1,esen-sm-direct-all-omol,fairchem,-8460.968959568741,-310.934874213408,,19,0,3,cuda,1,0.01329471,0.01329471,0.01329471,0.00000000,completed,structures/reference/23-P1.xyz,
23-R1,esen-sm-direct-all-omol,fairchem,-8460.805494005530,-310.928866964761,,19,0,3,cuda,1,0.01301838,0.01301838,0.01301838,0.00000000,completed,structures/reference/23-R1.xyz,
23-TS,esen-sm-direct-all-omol,fairchem,-8460.224820322157,-310.907527600492,,19,0,3,cuda,1,0.01288854,0.01288854,0.01288854,0.00000000,completed,structures/reference/23-TS.xyz,
24-P1,esen-sm-direct-all-omol,fairchem,-12609.492223814303,-463.390292204368,,23,0,3,cuda,1,0.01322023,0.01322023,0.01322023,0.00000000,completed,structures/reference/24-P1.xyz,
24-R1,esen-sm-direct-all-omol,fairchem,-12609.106325647272,-463.376110708301,,23,0,3,cuda,1,0.01395101,0.01395101,0.01395101,0.00000000,completed,structures/reference/24-R1.xyz,
24-TS,esen-sm-direct-all-omol,fairchem,-12608.785470169179,-463.364319486965,,23,0,3,cuda,1,0.01346228,0.01346228,0.01346228,0.00000000,completed,structures/reference/24-TS.xyz,
25-P1,esen-sm-direct-all-omol,fairchem,-10488.386798393543,-385.441105557051,,18,0,2,cuda,1,0.01279590,0.01279590,0.01279590,0.00000000,completed,structures/reference/25-P1.xyz,
25-R1,esen-sm-direct-all-omol,fairchem,-10470.143043790857,-384.770659941463,,17,0,3,cuda,1,0.01277887,0.01277887,0.01277887,0.00000000,completed,structures/reference/25-R1.xyz,
25-R2,esen-sm-direct-all-omol,fairchem,-1101.818902940861,-40.491097843400,,5,0,1,cuda,1,0.01259269,0.01259269,0.01259269,0.00000000,completed,structures/reference/25-R2.xyz,
25-TS,esen-sm-direct-all-omol,fairchem,-11571.201268388651,-425.233803371362,,22,0,3,cuda,1,0.01280730,0.01280730,0.01280730,0.00000000,completed,structures/reference/25-TS.xyz,
26-P2,esen-sm-direct-all-omol,fairchem,-3130.617998730106,-115.048089444237,,5,0,2,cuda,1,0.01252058,0.01252058,0.01252058,0.00000000,completed,structures/reference/26-P2.xyz,
26-R2,esen-sm-direct-all-omol,fairchem,-3148.820039265377,-115.717002096122,,6,0,1,cuda,1,0.01268719,0.01268719,0.01268719,0.00000000,completed,structures/reference/26-R2.xyz,
26-TS,esen-sm-direct-all-omol,fairchem,-13618.343030129421,-500.464875512812,,23,0,3,cuda,1,0.01281294,0.01281294,0.01281294,0.00000000,completed,structures/reference/26-TS.xyz,
27-P1,esen-sm-direct-all-omol,fairchem,-2061.056531712229,-75.742430506131,,2,0,2,cuda,1,0.01242432,0.01242432,0.01242432,0.00000000,completed,structures/reference/27-P1.xyz,
27-P2,esen-sm-direct-all-omol,fairchem,-14945.265236212505,-549.228367166190,,4,0,2,cuda,1,0.01239432,0.01239432,0.01239432,0.00000000,completed,structures/reference/27-P2.xyz,
27-R1,esen-sm-direct-all-omol,fairchem,-14926.687998847818,-548.545666285141,,3,0,3,cuda,1,0.01267847,0.01267847,0.01267847,0.00000000,completed,structures/reference/27-R1.xyz,
27-R2,esen-sm-direct-all-omol,fairchem,-2079.864139523625,-76.433597344945,,3,0,1,cuda,1,0.01234615,0.01234615,0.01234615,0.00000000,completed,structures/reference/27-R2.xyz,
27-TS,esen-sm-direct-all-omol,fairchem,-17006.110428217093,-624.963031081316,,6,0,3,cuda,1,0.01252283,0.01252283,0.01252283,0.00000000,completed,structures/reference/27-TS.xyz,
28-TS,esen-sm-direct-all-omol,fairchem,-16028.160102814016,-589.024019501292,,8,0,3,cuda,1,0.01241909,0.01241909,0.01241909,0.00000000,completed,structures/reference/28-TS.xyz,
29-P1,esen-sm-direct-all-omol,fairchem,-4292.457202177377,-157.744892648027,,13,0,2,cuda,1,0.01262679,0.01262679,0.01262679,0.00000000,completed,structures/reference/29-P1.xyz,
29-R1,esen-sm-direct-all-omol,fairchem,-4310.368814385537,-158.403132255750,,14,0,1,cuda,1,0.01266996,0.01266996,0.01266996,0.00000000,completed,structures/reference/29-R1.xyz,
29-TS,esen-sm-direct-all-omol,fairchem,-19236.901729498903,-706.943099318770,,17,0,3,cuda,1,0.01273254,0.01273254,0.01273254,0.00000000,completed,structures/reference/29-TS.xyz,
3-P1,esen-sm-direct-all-omol,fairchem,-22701.169147809949,-834.252578776907,,21,0,3,cuda,1,0.01305350,0.01305350,0.01305350,0.00000000,completed,structures/reference/3-P1.xyz,
3-R1,esen-sm-direct-all-omol,fairchem,-22700.591341170159,-834.231344774546,,21,0,3,cuda,1,0.01315800,0.01315800,0.01315800,0.00000000,completed,structures/reference/3-R1.xyz,
3-TS,esen-sm-direct-all-omol,fairchem,-22699.898168588508,-834.205871152020,,21,0,3,cuda,1,0.01342240,0.01342240,0.01342240,0.00000000,completed,structures/reference/3-TS.xyz,
30-P1,esen-sm-direct-all-omol,fairchem,-3190.023885892083,-117.231215530683,,8,0,2,cuda,1,0.01277225,0.01277225,0.01277225,0.00000000,completed,structures/reference/30-P1.xyz,
30-R1,esen-sm-direct-all-omol,fairchem,-3207.555494913772,-117.875490278879,,9,0,1,cuda,1,0.01296654,0.01296654,0.01296654,0.00000000,completed,structures/reference/30-R1.xyz,
30-TS,esen-sm-direct-all-omol,fairchem,-18133.984945560544,-666.411655092882,,12,0,3,cuda,1,0.01253146,0.01253146,0.01253146,0.00000000,completed,structures/reference/30-TS.xyz,
31-P1,esen-sm-direct-all-omol,fairchem,-20521.138480105630,-754.137929416633,,26,0,3,cuda,1,0.01284990,0.01284990,0.01284990,0.00000000,completed,structures/reference/31-P1.xyz,
31-R1,esen-sm-direct-all-omol,fairchem,-20520.617584409127,-754.118786852862,,26,0,3,cuda,1,0.01297154,0.01297154,0.01297154,0.00000000,completed,structures/reference/31-R1.xyz,
31-TS,esen-sm-direct-all-omol,fairchem,-20520.359614071269,-754.109306617804,,26,0,3,cuda,1,0.01291260,0.01291260,0.01291260,0.00000000,completed,structures/reference/31-TS.xyz,
32-P1,esen-sm-direct-all-omol,fairchem,-15303.095263566236,-562.378378125536,,19,0,3,cuda,1,0.01275428,0.01275428,0.01275428,0.00000000,completed,structures/reference/32-P1.xyz,
32-R1,esen-sm-direct-all-omol,fairchem,-15302.703968885213,-562.363998311237,,19,0,3,cuda,1,0.01289079,0.01289079,0.01289079,0.00000000,completed,structures/reference/32-R1.xyz,
32-TS,esen-sm-direct-all-omol,fairchem,-15302.399027890020,-562.352791936360,,19,0,3,cuda,1,0.01301399,0.01301399,0.01301399,0.00000000,completed,structures/reference/32-TS.xyz,
33-P1,esen-sm-direct-all-omol,fairchem,-18478.367038574041,-679.067463580561,,26,0,3,cuda,1,0.01325262,0.01325262,0.01325262,0.00000000,completed,structures/reference/33-P1.xyz,
33-R1,esen-sm-direct-all-omol,fairchem,-18478.099246505790,-679.057622403569,,26,0,3,cuda,1,0.01301511,0.01301511,0.01301511,0.00000000,completed,structures/reference/33-R1.xyz,
33-TS,esen-sm-direct-all-omol,fairchem,-18477.760585675995,-679.045176847627,,26,0,3,cuda,1,0.01290640,0.01290640,0.01290640,0.00000000,completed,structures/reference/33-TS.xyz,
34-P1,esen-sm-direct-all-omol,fairchem,-31018.089149780233,-1139.893751438462,,28,0,3,cuda,1,0.01268256,0.01268256,0.01268256,0.00000000,completed,structures/reference/34-P1.xyz,
34-R1,esen-sm-direct-all-omol,fairchem,-31017.817150721479,-1139.883755657421,,28,0,3,cuda,1,0.01300037,0.01300037,0.01300037,0.00000000,completed,structures/reference/34-R1.xyz,
34-TS,esen-sm-direct-all-omol,fairchem,-31017.457067508814,-1139.870522843428,,28,0,3,cuda,1,0.01293112,0.01293112,0.01293112,0.00000000,completed,structures/reference/34-TS.xyz,
35-P1,esen-sm-direct-all-omol,fairchem,-88538.096737783184,-3253.715041836103,,28,0,3,cuda,1,0.01256046,0.01256046,0.01256046,0.00000000,completed,structures/reference/35-P1.xyz,
35-R1,esen-sm-direct-all-omol,fairchem,-88537.779503925034,-3253.703383706844,,28,0,3,cuda,1,0.01280370,0.01280370,0.01280370,0.00000000,completed,structures/reference/35-R1.xyz,
35-TS,esen-sm-direct-all-omol,fairchem,-88537.493553995955,-3253.692875240774,,28,0,3,cuda,1,0.01278608,0.01278608,0.01278608,0.00000000,completed,structures/reference/35-TS.xyz,
36-P1,esen-sm-direct-all-omol,fairchem,-29249.751252548063,-1074.908532337657,,23,0,3,cuda,1,0.01276906,0.01276906,0.01276906,0.00000000,completed,structures/reference/36-P1.xyz,
36-R1,esen-sm-direct-all-omol,fairchem,-29249.060367113416,-1074.883142766233,,23,0,3,cuda,1,0.01276597,0.01276597,0.01276597,0.00000000,completed,structures/reference/36-R1.xyz,
36-TS,esen-sm-direct-all-omol,fairchem,-29248.896886883966,-1074.877134978611,,23,0,3,cuda,1,0.01290693,0.01290693,0.01290693,0.00000000,completed,structures/reference/36-TS.xyz,
37-P1,esen-sm-direct-all-omol,fairchem,-20461.311761601406,-751.939338063609,,23,0,3,cuda,1,0.01296460,0.01296460,0.01296460,0.00000000,completed,structures/reference/37-P1.xyz,
37-R1,esen-sm-direct-all-omol,fairchem,-20460.802022532793,-751.920605498351,,23,0,3,cuda,1,0.01539059,0.01539059,0.01539059,0.00000000,completed,structures/reference/37-R1.xyz,
37-TS,esen-sm-direct-all-omol,fairchem,-20460.475367137016,-751.908601133971,,23,0,3,cuda,1,0.01328006,0.01328006,0.01328006,0.00000000,completed,structures/reference/37-TS.xyz,
38-P1,esen-sm-direct-all-omol,fairchem,-9477.514937990270,-348.292249880787,,18,0,2,cuda,1,0.01516705,0.01516705,0.01516705,0.00000000,completed,structures/reference/38-P1.xyz,
38-P2,esen-sm-direct-all-omol,fairchem,-12520.669921875000,-460.126132814017,,1,0,2,cuda,1,0.00078102,0.00078102,0.00078102,0.00000000,completed,structures/reference/38-P2.xyz,
38-R1,esen-sm-direct-all-omol,fairchem,-21998.644661464648,-808.435280091917,,19,0,3,cuda,1,0.01297040,0.01297040,0.01297040,0.00000000,completed,structures/reference/38-R1.xyz,
38-TS,esen-sm-direct-all-omol,fairchem,-21998.356525341962,-808.424691284714,,19,0,3,cuda,1,0.01335537,0.01335537,0.01335537,0.00000000,completed,structures/reference/38-TS.xyz,
39-P2,esen-sm-direct-all-omol,fairchem,-70041.250000000000,-2573.968461835595,,1,0,2,cuda,1,0.00088656,0.00088656,0.00088656,0.00000000,completed,structures/reference/39-P2.xyz,
39-R1,esen-sm-direct-all-omol,fairchem,-79518.744575605291,-2922.259963412537,,19,0,3,cuda,1,0.01384492,0.01384492,0.01384492,0.00000000,completed,structures/reference/39-R1.xyz,
39-TS,esen-sm-direct-all-omol,fairchem,-79518.714730716718,-2922.258866633111,,19,0,3,cuda,1,0.01325152,0.01325152,0.01325152,0.00000000,completed,structures/reference/39-TS.xyz,
4-P1,esen-sm-direct-all-omol,fairchem,-22701.364902239377,-834.259772619501,,21,0,3,cuda,1,0.01284632,0.01284632,0.01284632,0.00000000,completed,structures/reference/4-P1.xyz,
4-TS,esen-sm-direct-all-omol,fairchem,-22699.745802840040,-834.200271814041,,21,0,3,cuda,1,0.01256429,0.01256429,0.01256429,0.00000000,completed,structures/reference/4-TS.xyz,
40-P1,esen-sm-direct-all-omol,fairchem,-12593.920962878070,-462.818058919541,,22,0,2,cuda,1,0.01267598,0.01267598,0.01267598,0.00000000,completed,structures/reference/40-P1.xyz,
40-R1,esen-sm-direct-all-omol,fairchem,-25115.174384082955,-922.965634938422,,23,0,3,cuda,1,0.01263535,0.01263535,0.01263535,0.00000000,completed,structures/reference/40-R1.xyz,
40-TS,esen-sm-direct-all-omol,fairchem,-25114.939838979564,-922.957015564853,,23,0,3,cuda,1,0.01279971,0.01279971,0.01279971,0.00000000,completed,structures/reference/40-TS.xyz,
41-P1,esen-sm-direct-all-omol,fairchem,-22386.990443602190,-822.706724355246,,21,0,2,cuda,1,0.01290950,0.01290950,0.01290950,0.00000000,completed,structures/reference/41-P1.xyz,
41-R1,esen-sm-direct-all-omol,fairchem,-34908.293854812575,-1282.856137472945,,22,0,3,cuda,1,0.01293334,0.01293334,0.01293334,0.00000000,completed,structures/reference/41-R1.xyz,
41-TS,esen-sm-direct-all-omol,fairchem,-34908.132294772404,-1282.850200250978,,22,0,3,cuda,1,0.01270143,0.01270143,0.01270143,0.00000000,completed,structures/reference/41-TS.xyz,
42-P1,esen-sm-direct-all-omol,fairchem,-13861.061945527317,-509.384631132895,,17,0,3,cuda,1,0.01282732,0.01282732,0.01282732,0.00000000,completed,structures/reference/42-P1.xyz,
42-R1,esen-sm-direct-all-omol,fairchem,-11722.271900147354,-430.785546689143,,11,0,3,cuda,1,0.01295421,0.01295421,0.01295421,0.00000000,completed,structures/reference/42-R1.xyz,
42-TS,esen-sm-direct-all-omol,fairchem,-13859.711045410349,-509.334986469269,,17,0,3,cuda,1,0.01455916,0.01455916,0.01455916,0.00000000,completed,structures/reference/42-TS.xyz,
43-P1,esen-sm-direct-all-omol,fairchem,-8291.804954394091,-304.718211686721,,15,0,3,cuda,1,0.01271677,0.01271677,0.01271677,0.00000000,completed,structures/reference/43-P1.xyz,
43-R1,esen-sm-direct-all-omol,fairchem,-8290.978985327063,-304.687857883369,,15,0,3,cuda,1,0.01248104,0.01248104,0.01248104,0.00000000,completed,structures/reference/43-R1.xyz,
43-TS,esen-sm-direct-all-omol,fairchem,-8290.448979799576,-304.668380539485,,15,0,3,cuda,1,0.01275778,0.01275778,0.01275778,0.00000000,completed,structures/reference/43-TS.xyz,
44-P1,esen-sm-direct-all-omol,fairchem,-2981.078687635223,-109.552621122886,,2,0,1,cuda,1,0.01253512,0.01253512,0.01253512,0.00000000,completed,structures/reference/44-P1.xyz,
44-P2,esen-sm-direct-all-omol,fairchem,-5311.400090973555,-195.190353146990,,13,0,3,cuda,1,0.01284389,0.01284389,0.01284389,0.00000000,completed,structures/reference/44-P2.xyz,
44-TS,esen-sm-direct-all-omol,fairchem,-8291.562178260534,-304.709289828372,,15,0,3,cuda,1,0.01314118,0.01314118,0.01314118,0.00000000,completed,structures/reference/44-TS.xyz,
45-P1,esen-sm-direct-all-omol,fairchem,-11500.201614824862,-422.624614228187,,24,0,3,cuda,1,0.01311325,0.01311325,0.01311325,0.00000000,completed,structures/reference/45-P1.xyz,
45-R1,esen-sm-direct-all-omol,fairchem,-11499.667994172760,-422.605004030923,,24,0,3,cuda,1,0.01291150,0.01291150,0.01291150,0.00000000,completed,structures/reference/45-R1.xyz,
45-TS,esen-sm-direct-all-omol,fairchem,-11499.092426606492,-422.583852312996,,24,0,3,cuda,1,0.01263661,0.01263661,0.01263661,0.00000000,completed,structures/reference/45-TS.xyz,
46-P1,esen-sm-direct-all-omol,fairchem,-8520.247298392000,-313.113312984862,,22,0,3,cuda,1,0.01287768,0.01287768,0.01287768,0.00000000,completed,structures/reference/46-P1.xyz,
46-TS,esen-sm-direct-all-omol,fairchem,-11500.127400298179,-422.621886894635,,24,0,3,cuda,1,0.01289425,0.01289425,0.01289425,0.00000000,completed,structures/reference/46-TS.xyz,
47-P1,esen-sm-direct-all-omol,fairchem,-8422.433601817973,-309.518725936271,,16,0,3,cuda,1,0.01289698,0.01289698,0.01289698,0.00000000,completed,structures/reference/47-P1.xyz,
47-R1,esen-sm-direct-all-omol,fairchem,-11403.514042154957,-419.071411469758,,18,0,3,cuda,1,0.01278730,0.01278730,0.01278730,0.00000000,completed,structures/reference/47-R1.xyz,
47-TS,esen-sm-direct-all-omol,fairchem,-11402.699158006793,-419.041465029662,,18,0,3,cuda,1,0.01275838,0.01275838,0.01275838,0.00000000,completed,structures/reference/47-TS.xyz,
48-P1,esen-sm-direct-all-omol,fairchem,-25892.371850101445,-951.527115011238,,34,0,3,cuda,1,0.01308653,0.01308653,0.01308653,0.00000000,completed,structures/reference/48-P1.xyz,
48-R1,esen-sm-direct-all-omol,fairchem,-28872.357483045522,-1061.039567115123,,36,0,3,cuda,1,0.02598294,0.02598294,0.02598294,0.00000000,completed,structures/reference/48-R1.xyz,
48-TS,esen-sm-direct-all-omol,fairchem,-28872.056888265295,-1061.028520460700,,36,0,3,cuda,1,0.01373720,0.01373720,0.01373720,0.00000000,completed,structures/reference/48-TS.xyz,
49-P1,esen-sm-direct-all-omol,fairchem,-12986.913184101599,-477.260256669811,,19,0,3,cuda,1,0.01530116,0.01530116,0.01530116,0.00000000,completed,structures/reference/49-P1.xyz,
49-R1,esen-sm-direct-all-omol,fairchem,-15965.831436077744,-586.733483246621,,21,0,3,cuda,1,0.01304505,0.01304505,0.01304505,0.00000000,completed,structures/reference/49-R1.xyz,
49-TS,esen-sm-direct-all-omol,fairchem,-15965.584656179575,-586.724414252637,,21,0,3,cuda,1,0.01285627,0.01285627,0.01285627,0.00000000,completed,structures/reference/49-TS.xyz,
5-P1,esen-sm-direct-all-omol,fairchem,-11975.691497794694,-440.098545128710,,19,0,3,cuda,1,0.01284240,0.01284240,0.01284240,0.00000000,completed,structures/reference/5-P1.xyz,
5-R1,esen-sm-direct-all-omol,fairchem,-4648.544099422102,-170.830844757403,,7,0,1,cuda,1,0.01347748,0.01347748,0.01347748,0.00000000,completed,structures/reference/5-R1.xyz,
5-R2,esen-sm-direct-all-omol,fairchem,-7326.015647954190,-269.226109310558,,12,0,3,cuda,1,0.01339921,0.01339921,0.01339921,0.00000000,completed,structures/reference/5-R2.xyz,
5-TS,esen-sm-direct-all-omol,fairchem,-11974.914288787742,-440.069983224515,,19,0,3,cuda,1,0.01387901,0.01387901,0.01387901,0.00000000,completed,structures/reference/5-TS.xyz,
50-R1,esen-sm-direct-all-omol,fairchem,-17551.770376455257,-645.015664317472,,22,0,3,cuda,1,0.01333025,0.01333025,0.01333025,0.00000000,completed,structures/reference/50-R1.xyz,
