species,model,backend,energy_eV,energy_hartree,max_force_eV_per_A,n_atoms,charge,spin_multiplicity,device,repeats,mean_time_seconds,median_time_seconds,min_time_seconds,stdev_time_seconds,status,input_file,error
13-R2,polar-1-s,mace,-7158.980007670107,-263.087662750942,,8,0,1,cuda,1,0.03935548,0.03935548,0.03935548,0.00000000,completed,structures/reference/13-R2.xyz,
13-TS,polar-1-s,mace,-12410.868380593569,-456.091000598083,,18,0,3,cuda,1,0.04182804,0.04182804,0.04182804,0.00000000,completed,structures/reference/13-TS.xyz,
14-P1,polar-1-s,mace,-10566.801803104836,-388.322803828592,,23,0,3,cuda,1,0.04211954,0.04211954,0.04211954,0.00000000,completed,structures/reference/14-P1.xyz,
14-R1,polar-1-s,mace,-5252.022193852761,-193.008255675585,,10,0,3,cuda,1,0.04000533,0.04000533,0.04000533,0.00000000,completed,structures/reference/14-R1.xyz,
14-R2,polar-1-s,mace,-5313.098168547851,-195.252756346847,,13,0,1,cuda,1,0.03839244,0.03839244,0.03839244,0.00000000,completed,structures/reference/14-R2.xyz,
14-TS,polar-1-s,mace,-10564.868359642540,-388.251751091887,,23,0,3,cuda,1,0.04141408,0.04141408,0.04141408,0.00000000,completed,structures/reference/14-TS.xyz,
15-P1,polar-1-s,mace,-10475.592185656325,-384.970912211458,,18,0,3,cuda,1,0.04075322,0.04075322,0.04075322,0.00000000,completed,structures/reference/15-P1.xyz,
15-R1,polar-1-s,mace,-8337.242112791928,-306.387996459429,,12,0,3,cuda,1,0.03797877,0.03797877,0.03797877,0.00000000,completed,structures/reference/15-R1.xyz,
15-R2,polar-1-s,mace,-2137.900873852916,-78.566407992835,,6,0,1,cuda,1,0.03753023,0.03753023,0.03753023,0.00000000,completed,structures/reference/15-R2.xyz,
15-TS,polar-1-s,mace,-10474.226334049170,-384.920718090703,,18,0,3,cuda,1,0.03969780,0.03969780,0.03969780,0.00000000,completed,structures/reference/15-TS.xyz,
16-P1,polar-1-s,mace,-12522.672646494906,-460.199731586303,,19,0,3,cuda,1,0.04041579,0.04041579,0.04041579,0.00000000,completed,structures/reference/16-P1.xyz,
16-R1,polar-1-s,mace,-10384.450223277001,-381.621506872259,,13,0,3,cuda,1,0.03894055,0.03894055,0.03894055,0.00000000,completed,structures/reference/16-R1.xyz,
16-TS,polar-1-s,mace,-12521.580213229990,-460.159585404296,,19,0,3,cuda,1,0.04082333,0.04082333,0.04082333,0.00000000,completed,structures/reference/16-TS.xyz,
17-P1,polar-1-s,mace,-17623.045551655025,-647.634978694014,,20,0,3,cuda,1,0.04219163,0.04219163,0.04219163,0.00000000,completed,structures/reference/17-P1.xyz,
17-R2,polar-1-s,mace,-9285.212411101991,-341.225262364977,,8,0,1,cuda,1,0.03758748,0.03758748,0.03758748,0.00000000,completed,structures/reference/17-R2.xyz,
17-TS,polar-1-s,mace,-17622.056312374971,-647.598624821003,,20,0,3,cuda,1,0.04082298,0.04082298,0.04082298,0.00000000,completed,structures/reference/17-TS.xyz,
18-P1,polar-1-s,mace,-15110.189089460744,-555.289206983660,,13,0,3,cuda,1,0.03832809,0.03832809,0.03832809,0.00000000,completed,structures/reference/18-P1.xyz,
18-R1,polar-1-s,mace,-10832.446413293972,-398.085063192659,,1,0,3,cuda,1,0.04079294,0.04079294,0.04079294,0.00000000,completed,structures/reference/18-R1.xyz,
18-TS,polar-1-s,mace,-15109.618962916946,-555.268255219621,,13,0,3,cuda,1,0.03766815,0.03766815,0.03766815,0.00000000,completed,structures/reference/18-TS.xyz,
19-P1,polar-1-s,mace,-15076.759377640774,-554.060687733748,,11,0,3,cuda,1,0.03868236,0.03868236,0.03868236,0.00000000,completed,structures/reference/19-P1.xyz,
19-R2,polar-1-s,mace,-4243.953973585697,-155.962431873952,,10,0,1,cuda,1,0.04000035,0.04000035,0.04000035,0.00000000,completed,structures/reference/19-R2.xyz,
19-TS,polar-1-s,mace,-15076.428164324343,-554.048515868874,,11,0,3,cuda,1,0.03824577,0.03824577,0.03824577,0.00000000,completed,structures/reference/19-TS.xyz,
2-P1,polar-1-s,mace,-16783.866015390387,-616.795699552608,,28,0,3,cuda,1,0.04782485,0.04782485,0.04782485,0.00000000,completed,structures/reference/2-P1.xyz,
2-TS,polar-1-s,mace,-16783.150913542468,-616.769420044410,,28,0,3,cuda,1,0.04606347,0.04606347,0.04606347,0.00000000,completed,structures/reference/2-TS.xyz,
20-P1,polar-1-s,mace,-21231.520434127258,-780.243984712745,,14,0,2,cuda,1,0.03850119,0.03850119,0.03850119,0.00000000,completed,structures/reference/20-P1.xyz,
20-P2,polar-1-s,mace,-6300.327764226407,-231.532774819780,,11,0,2,cuda,1,0.03773933,0.03773933,0.03773933,0.00000000,completed,structures/reference/20-P2.xyz,
20-R1,polar-1-s,mace,-27532.254874790193,-1011.791704615913,,25,0,3,cuda,1,0.04121529,0.04121529,0.04121529,0.00000000,completed,structures/reference/20-R1.xyz,
20-TS,polar-1-s,mace,-27531.532171618936,-1011.765145764235,,25,0,3,cuda,1,0.04245700,0.04245700,0.04245700,0.00000000,completed,structures/reference/20-TS.xyz,
21-P1,polar-1-s,mace,-24886.715934673823,-914.569941777335,,22,0,3,cuda,1,0.04221516,0.04221516,0.04221516,0.00000000,completed,structures/reference/21-P1.xyz,
21-R1,polar-1-s,mace,-24886.495935588940,-914.561856960087,,22,0,3,cuda,1,0.04312804,0.04312804,0.04312804,0.00000000,completed,structures/reference/21-R1.xyz,
21-TS,polar-1-s,mace,-24885.889220440091,-914.539560589613,,22,0,3,cuda,1,0.04231828,0.04231828,0.04231828,0.00000000,completed,structures/reference/21-TS.xyz,
22-P1,polar-1-s,mace,-16196.145034094159,-595.197351861561,,28,0,3,cuda,1,0.04420426,0.04420426,0.04420426,0.00000000,completed,structures/reference/22-P1.xyz,
22-R1,polar-1-s,mace,-16195.884857261319,-595.187790539308,,28,0,3,cuda,1,0.04367078,0.04367078,0.04367078,0.00000000,completed,structures/reference/22-R1.xyz,
22-TS,polar-1-s,mace,-16194.991304540003,-595.154953082472,,28,0,3,cuda,1,0.04304358,0.04304358,0.04304358,0.00000000,completed,structures/reference/22-TS.xyz,
23-P1,polar-1-s,mace,-8460.947412236826,-310.934082363566,,19,0,3,cuda,1,0.04079071,0.04079071,0.04079071,0.00000000,completed,structures/reference/23-P1.xyz,
23-R1,polar-1-s,mace,-8460.767964168601,-310.927487768693,,19,0,3,cuda,1,0.04085322,0.04085322,0.04085322,0.00000000,completed,structures/reference/23-R1.xyz,
23-TS,polar-1-s,mace,-8460.061403438780,-310.901522140796,,19,0,3,cuda,1,0.04050533,0.04050533,0.04050533,0.00000000,completed,structures/reference/23-TS.xyz,
24-P1,polar-1-s,mace,-12609.539057114194,-463.392013296394,,23,0,3,cuda,1,0.04130305,0.04130305,0.04130305,0.00000000,completed,structures/reference/24-P1.xyz,
24-R1,polar-1-s,mace,-12609.113624589385,-463.376378939476,,23,0,3,cuda,1,0.04198681,0.04198681,0.04198681,0.00000000,completed,structures/reference/24-R1.xyz,
24-TS,polar-1-s,mace,-12608.714579297559,-463.361714295484,,23,0,3,cuda,1,0.04326952,0.04326952,0.04326952,0.00000000,completed,structures/reference/24-TS.xyz,
25-P1,polar-1-s,mace,-10488.297592715831,-385.437827308861,,18,0,2,cuda,1,0.04037331,0.04037331,0.04037331,0.00000000,completed,structures/reference/25-P1.xyz,
25-R1,polar-1-s,mace,-10470.032358297396,-384.766592324604,,17,0,3,cuda,1,0.04011693,0.04011693,0.04011693,0.00000000,completed,structures/reference/25-R1.xyz,
25-R2,polar-1-s,mace,-1101.818758511584,-40.491092535722,,5,0,1,cuda,1,0.03911988,0.03911988,0.03911988,0.00000000,completed,structures/reference/25-R2.xyz,
25-TS,polar-1-s,mace,-11571.262772751057,-425.236063614992,,22,0,3,cuda,1,0.04630376,0.04630376,0.04630376,0.00000000,completed,structures/reference/25-TS.xyz,
26-P2,polar-1-s,mace,-3130.546861522888,-115.045475200090,,5,0,2,cuda,1,0.04016421,0.04016421,0.04016421,0.00000000,completed,structures/reference/26-P2.xyz,
26-R2,polar-1-s,mace,-3148.824594648982,-115.717169503382,,6,0,1,cuda,1,0.04098206,0.04098206,0.04098206,0.00000000,completed,structures/reference/26-R2.xyz,
26-TS,polar-1-s,mace,-13618.544856294979,-500.472292487593,,23,0,3,cuda,1,0.04542239,0.04542239,0.04542239,0.00000000,completed,structures/reference/26-TS.xyz,
27-P1,polar-1-s,mace,-2061.065730564599,-75.742768557720,,2,0,2,cuda,1,0.03833763,0.03833763,0.03833763,0.00000000,completed,structures/reference/27-P1.xyz,
27-P2,polar-1-s,mace,-14945.072724949108,-549.221292507749,,4,0,2,cuda,1,0.03739984,0.03739984,0.03739984,0.00000000,completed,structures/reference/27-P2.xyz,
27-R1,polar-1-s,mace,-14926.642627924017,-548.543998934445,,3,0,3,cuda,1,0.03729827,0.03729827,0.03729827,0.00000000,completed,structures/reference/27-R1.xyz,
27-R2,polar-1-s,mace,-2079.865032995554,-76.433630179433,,3,0,1,cuda,1,0.03852036,0.03852036,0.03852036,0.00000000,completed,structures/reference/27-R2.xyz,
27-TS,polar-1-s,mace,-17006.125625577279,-624.963589574002,,6,0,3,cuda,1,0.04209715,0.04209715,0.04209715,0.00000000,completed,structures/reference/27-TS.xyz,
28-TS,polar-1-s,mace,-16027.985567302298,-589.017605439540,,8,0,3,cuda,1,0.03929818,0.03929818,0.03929818,0.00000000,completed,structures/reference/28-TS.xyz,
29-P1,polar-1-s,mace,-4292.475299296306,-157.745557704881,,13,0,2,cuda,1,0.03708626,0.03708626,0.03708626,0.00000000,completed,structures/reference/29-P1.xyz,
29-R1,polar-1-s,mace,-4310.370660181225,-158.403200087491,,14,0,1,cuda,1,0.03852928,0.03852928,0.03852928,0.00000000,completed,structures/reference/29-R1.xyz,
29-TS,polar-1-s,mace,-19237.045090975520,-706.948367755862,,17,0,3,cuda,1,0.04013976,0.04013976,0.04013976,0.00000000,completed,structures/reference/29-TS.xyz,
3-P1,polar-1-s,mace,-22700.908748427679,-834.243009276114,,21,0,3,cuda,1,0.04155097,0.04155097,0.04155097,0.00000000,completed,structures/reference/3-P1.xyz,
3-R1,polar-1-s,mace,-22699.894873133835,-834.205750046294,,21,0,3,cuda,1,0.04164674,0.04164674,0.04164674,0.00000000,completed,structures/reference/3-R1.xyz,
3-TS,polar-1-s,mace,-22699.193076089508,-834.179959480610,,21,0,3,cuda,1,0.04135048,0.04135048,0.04135048,0.00000000,completed,structures/reference/3-TS.xyz,
30-P1,polar-1-s,mace,-3189.835292837402,-117.224284863756,,8,0,2,cuda,1,0.03878422,0.03878422,0.03878422,0.00000000,completed,structures/reference/30-P1.xyz,
30-R1,polar-1-s,mace,-3207.549719183256,-117.875278024697,,9,0,1,cuda,1,0.04026693,0.04026693,0.04026693,0.00000000,completed,structures/reference/30-R1.xyz,
30-TS,polar-1-s,mace,-18134.133941982116,-666.417130610381,,12,0,3,cuda,1,0.03971112,0.03971112,0.03971112,0.00000000,completed,structures/reference/30-TS.xyz,
31-P1,polar-1-s,mace,-20521.045805732505,-754.134523696237,,26,0,3,cuda,1,0.04319238,0.04319238,0.04319238,0.00000000,completed,structures/reference/31-P1.xyz,
31-R1,polar-1-s,mace,-20520.445079381894,-754.112447410039,,26,0,3,cuda,1,0.04338775,0.04338775,0.04338775,0.00000000,completed,structures/reference/31-R1.xyz,
31-TS,polar-1-s,mace,-20520.167367849361,-754.102241699458,,26,0,3,cuda,1,0.04311222,0.04311222,0.04311222,0.00000000,completed,structures/reference/31-TS.xyz,
32-P1,polar-1-s,mace,-15302.943551737108,-562.372802818649,,19,0,3,cuda,1,0.04063543,0.04063543,0.04063543,0.00000000,completed,structures/reference/32-P1.xyz,
32-R1,polar-1-s,mace,-15302.588865376145,-562.359768335299,,19,0,3,cuda,1,0.04062015,0.04062015,0.04062015,0.00000000,completed,structures/reference/32-R1.xyz,
32-TS,polar-1-s,mace,-15302.185733137569,-562.344953498784,,19,0,3,cuda,1,0.04103327,0.04103327,0.04103327,0.00000000,completed,structures/reference/32-TS.xyz,
33-P1,polar-1-s,mace,-18478.351188099357,-679.066881086360,,26,0,3,cuda,1,0.04309810,0.04309810,0.04309810,0.00000000,completed,structures/reference/33-P1.xyz,
33-R1,polar-1-s,mace,-18477.989302480615,-679.053582035167,,26,0,3,cuda,1,0.04271545,0.04271545,0.04271545,0.00000000,completed,structures/reference/33-R1.xyz,
33-TS,polar-1-s,mace,-18477.639737093356,-679.040735744129,,26,0,3,cuda,1,0.04264454,0.04264454,0.04264454,0.00000000,completed,structures/reference/33-TS.xyz,
34-P1,polar-1-s,mace,-31017.995189238140,-1139.890298452229,,28,0,3,cuda,1,0.04371785,0.04371785,0.04371785,0.00000000,completed,structures/reference/34-P1.xyz,
34-R1,polar-1-s,mace,-31017.677907942150,-1139.878638579662,,28,0,3,cuda,1,0.04460962,0.04460962,0.04460962,0.00000000,completed,structures/reference/34-R1.xyz,
34-TS,polar-1-s,mace,-31017.265577394668,-1139.863485711530,,28,0,3,cuda,1,0.04325327,0.04325327,0.04325327,0.00000000,completed,structures/reference/34-TS.xyz,
35-P1,polar-1-s,mace,-88538.039628890067,-3253.712943122990,,28,0,3,cuda,1,0.04450932,0.04450932,0.04450932,0.00000000,completed,structures/reference/35-P1.xyz,
35-R1,polar-1-s,mace,-88537.658935407278,-3253.698952895541,,28,0,3,cuda,1,0.04371992,0.04371992,0.04371992,0.00000000,completed,structures/reference/35-R1.xyz,
35-TS,polar-1-s,mace,-88537.221745679737,-3253.682886469392,,28,0,3,cuda,1,0.04500180,0.04500180,0.04500180,0.00000000,completed,structures/reference/35-TS.xyz,
36-P1,polar-1-s,mace,-29249.593851379301,-1074.902747951395,,23,0,3,cuda,1,0.04259340,0.04259340,0.04259340,0.00000000,completed,structures/reference/36-P1.xyz,
36-R1,polar-1-s,mace,-29249.169058098443,-1074.887137086259,,23,0,3,cuda,1,0.04311023,0.04311023,0.04311023,0.00000000,completed,structures/reference/36-R1.xyz,
36-TS,polar-1-s,mace,-29248.685606402418,-1074.869370564125,,23,0,3,cuda,1,0.04300844,0.04300844,0.04300844,0.00000000,completed,structures/reference/36-TS.xyz,
37-P1,polar-1-s,mace,-20461.213582051849,-751.935730031711,,23,0,3,cuda,1,0.04191214,0.04191214,0.04191214,0.00000000,completed,structures/reference/37-P1.xyz,
37-R1,polar-1-s,mace,-20460.873807983917,-751.923243565022,,23,0,3,cuda,1,0.04220937,0.04220937,0.04220937,0.00000000,completed,structures/reference/37-R1.xyz,
37-TS,polar-1-s,mace,-20460.255620488017,-751.900525593570,,23,0,3,cuda,1,0.04098916,0.04098916,0.04098916,0.00000000,completed,structures/reference/37-TS.xyz,
38-P1,polar-1-s,mace,-9477.279277990221,-348.283589535522,,18,0,2,cuda,1,0.04123295,0.04123295,0.04123295,0.00000000,completed,structures/reference/38-P1.xyz,
38-P2,polar-1-s,mace,-12520.362935279367,-460.114851264711,,1,0,2,cuda,1,0.03291517,0.03291517,0.03291517,0.00000000,completed,structures/reference/38-P2.xyz,
38-R1,polar-1-s,mace,-21998.315386813581,-808.423179471681,,19,0,3,cuda,1,0.04157370,0.04157370,0.04157370,0.00000000,completed,structures/reference/38-R1.xyz,
38-TS,polar-1-s,mace,-21997.742704984787,-808.402133802650,,19,0,3,cuda,1,0.04096368,0.04096368,0.04096368,0.00000000,completed,structures/reference/38-TS.xyz,
39-P2,polar-1-s,mace,-70041.071849849803,-2573.961914938330,,1,0,2,cuda,1,0.03647269,0.03647269,0.03647269,0.00000000,completed,structures/reference/39-P2.xyz,
39-R1,polar-1-s,mace,-79518.360180589967,-2922.245837156276,,19,0,3,cuda,1,0.04374159,0.04374159,0.04374159,0.00000000,completed,structures/reference/39-R1.xyz,
39-TS,polar-1-s,mace,-79517.846759112770,-2922.226969264998,,19,0,3,cuda,1,0.04611154,0.04611154,0.04611154,0.00000000,completed,structures/reference/39-TS.xyz,
4-P1,polar-1-s,mace,-22701.172463236187,-834.252700616574,,21,0,3,cuda,1,0.04248623,0.04248623,0.04248623,0.00000000,completed,structures/reference/4-P1.xyz,
4-TS,polar-1-s,mace,-22699.054032503976,-834.174849723089,,21,0,3,cuda,1,0.04213440,0.04213440,0.04213440,0.00000000,completed,structures/reference/4-TS.xyz,
40-P1,polar-1-s,mace,-12593.688131777139,-462.809502534401,,22,0,2,cuda,1,0.04541062,0.04541062,0.04541062,0.00000000,completed,structures/reference/40-P1.xyz,
40-R1,polar-1-s,mace,-25114.923144685876,-922.956402060875,,23,0,3,cuda,1,0.04882785,0.04882785,0.04882785,0.00000000,completed,structures/reference/40-R1.xyz,
40-TS,polar-1-s,mace,-25114.336901973220,-922.934858038555,,23,0,3,cuda,1,0.04498579,0.04498579,0.04498579,0.00000000,completed,structures/reference/40-TS.xyz,
41-P1,polar-1-s,mace,-22386.724873260766,-822.696964825209,,21,0,2,cuda,1,0.04570515,0.04570515,0.04570515,0.00000000,completed,structures/reference/41-P1.xyz,
41-R1,polar-1-s,mace,-34907.895041996555,-1282.841481372281,,22,0,3,cuda,1,0.04494998,0.04494998,0.04494998,0.00000000,completed,structures/reference/41-R1.xyz,
41-TS,polar-1-s,mace,-34907.817133098943,-1282.838618273102,,22,0,3,cuda,1,0.04540183,0.04540183,0.04540183,0.00000000,completed,structures/reference/41-TS.xyz,
42-P1,polar-1-s,mace,-13860.722021289255,-509.372139147555,,17,0,3,cuda,1,0.04155619,0.04155619,0.04155619,0.00000000,completed,structures/reference/42-P1.xyz,
42-R1,polar-1-s,mace,-11722.024028651735,-430.776437579692,,11,0,3,cuda,1,0.04099118,0.04099118,0.04099118,0.00000000,completed,structures/reference/42-R1.xyz,
42-TS,polar-1-s,mace,-13859.286863974354,-509.319398089017,,17,0,3,cuda,1,0.04084927,0.04084927,0.04084927,0.00000000,completed,structures/reference/42-TS.xyz,
43-P1,polar-1-s,mace,-8291.535377235105,-304.708304908854,,15,0,3,cuda,1,0.04037413,0.04037413,0.04037413,0.00000000,completed,structures/reference/43-P1.xyz,
43-R1,polar-1-s,mace,-8290.726630075424,-304.678583998924,,15,0,3,cuda,1,0.03953207,0.03953207,0.03953207,0.00000000,completed,structures/reference/43-R1.xyz,
43-TS,polar-1-s,mace,-8290.031762113498,-304.653048072322,,15,0,3,cuda,1,0.04060287,0.04060287,0.04060287,0.00000000,completed,structures/reference/43-TS.xyz,
44-P1,polar-1-s,mace,-2981.074795100531,-109.552478074874,,2,0,1,cuda,1,0.03933151,0.03933151,0.03933151,0.00000000,completed,structures/reference/44-P1.xyz,
44-P2,polar-1-s,mace,-5311.147483895337,-195.181070008089,,13,0,3,cuda,1,0.03970137,0.03970137,0.03970137,0.00000000,completed,structures/reference/44-P2.xyz,
44-TS,polar-1-s,mace,-8291.199676882670,-304.695968148448,,15,0,3,cuda,1,0.04094628,0.04094628,0.04094628,0.00000000,completed,structures/reference/44-TS.xyz,
45-P1,polar-1-s,mace,-11499.605487399738,-422.602706949383,,24,0,3,cuda,1,0.04308343,0.04308343,0.04308343,0.00000000,completed,structures/reference/45-P1.xyz,
45-R1,polar-1-s,mace,-11499.393188007802,-422.594905090631,,24,0,3,cuda,1,0.04408515,0.04408515,0.04408515,0.00000000,completed,structures/reference/45-R1.xyz,
45-TS,polar-1-s,mace,-11498.725201455536,-422.570357037613,,24,0,3,cuda,1,0.04241265,0.04241265,0.04241265,0.00000000,completed,structures/reference/45-TS.xyz,
46-P1,polar-1-s,mace,-8520.018404672346,-313.104901295814,,22,0,3,cuda,1,0.04305755,0.04305755,0.04305755,0.00000000,completed,structures/reference/46-P1.xyz,
46-TS,polar-1-s,mace,-11499.481801021489,-422.598161558820,,24,0,3,cuda,1,0.04289128,0.04289128,0.04289128,0.00000000,completed,structures/reference/46-TS.xyz,
47-P1,polar-1-s,mace,-8422.291111395181,-309.513489509817,,16,0,3,cuda,1,0.04564249,0.04564249,0.04564249,0.00000000,completed,structures/reference/47-P1.xyz,
47-R1,polar-1-s,mace,-11403.033644328219,-419.053757175251,,18,0,3,cuda,1,0.04154622,0.04154622,0.04154622,0.00000000,completed,structures/reference/47-R1.xyz,
47-TS,polar-1-s,mace,-11402.100914994611,-419.019480004468,,18,0,3,cuda,1,0.04238674,0.04238674,0.04238674,0.00000000,completed,structures/reference/47-TS.xyz,
48-P1,polar-1-s,mace,-25892.124889608105,-951.518039380504,,34,0,3,cuda,1,0.05154479,0.05154479,0.05154479,0.00000000,completed,structures/reference/48-P1.xyz,
48-R1,polar-1-s,mace,-28871.875174498204,-1061.021842602930,,36,0,3,cuda,1,0.05014297,0.05014297,0.05014297,0.00000000,completed,structures/reference/48-R1.xyz,
48-TS,polar-1-s,mace,-28871.685907469240,-1061.014887167905,,36,0,3,cuda,1,0.05154343,0.05154343,0.05154343,0.00000000,completed,structures/reference/48-TS.xyz,
49-P1,polar-1-s,mace,-12986.528280904751,-477.246111738224,,19,0,3,cuda,1,0.04390359,0.04390359,0.04390359,0.00000000,completed,structures/reference/49-P1.xyz,
49-R1,polar-1-s,mace,-15964.914890630529,-586.699800822693,,21,0,3,cuda,1,0.04466506,0.04466506,0.04466506,0.00000000,completed,structures/reference/49-R1.xyz,
49-TS,polar-1-s,mace,-15964.867339149490,-586.698053337996,,21,0,3,cuda,1,0.04301716,0.04301716,0.04301716,0.00000000,completed,structures/reference/49-TS.xyz,
5-P1,polar-1-s,mace,-11975.611824931884,-440.095617205005,,19,0,3,cuda,1,0.04213105,0.04213105,0.04213105,0.00000000,completed,structures/reference/5-P1.xyz,
5-R1,polar-1-s,mace,-4648.552328235899,-170.831147160732,,7,0,1,cuda,1,0.04160720,0.04160720,0.04160720,0.00000000,completed,structures/reference/5-R1.xyz,
5-R2,polar-1-s,mace,-7325.984750966954,-269.224973867220,,12,0,3,cuda,1,0.03928176,0.03928176,0.03928176,0.00000000,completed,structures/reference/5-R2.xyz,
5-TS,polar-1-s,mace,-11974.211250782455,-440.044147054357,,19,0,3,cuda,1,0.04276872,0.04276872,0.04276872,0.00000000,completed,structures/reference/5-TS.xyz,
50-R1,polar-1-s,mace,-17551.740398903305,-645.014562662757,,22,0,3,cuda,1,0.04676178,0.04676178,0.04676178,0.00000000,completed,structures/reference/50-R1.xyz,
50-R2,polar-1-s,mace,-11319.160599469316,-415.971479627878,,14,0,1,cuda,1,0.04250636,0.04250636,0.04250636,0.00000000,completed,structures/reference/50-R2.xyz,
50-TS,polar-1-s,mace,-28870.542912398876,-1060.972882873819,,36,0,3,cuda,1,0.05154700,0.05154700,0.05154700,0.00000000,completed,structures/reference/50-TS.xyz,
6-P1,polar-1-s,mace,-11976.067178988485,-440.112351157935,,19,0,3,cuda,1,0.04271815,0.04271815,0.04271815,0.00000000,completed,structures/reference/6-P1.xyz,
6-TS,polar-1-s,mace,-11974.568580327954,-440.057278672948,,19,0,3,cuda,1,0.04353385,0.04353385,0.04353385,0.00000000,completed,structures/reference/6-TS.xyz,
7-P1,polar-1-s,mace,-16762.515302703341,-616.011075333392,,28,0,3,cuda,1,0.04705962,0.04705962,0.04705962,0.00000000,completed,structures/reference/7-P1.xyz,
7-R1,polar-1-s,mace,-16761.887425301084,-615.988001264450,,28,0,3,cuda,1,0.04761142,0.04761142,0.04761142,0.00000000,completed,structures/reference/7-R1.xyz,
7-TS,polar-1-s,mace,-16761.432795276913,-615.971293919221,,28,0,3,cuda,1,0.04686193,0.04686193,0.04686193,0.00000000,completed,structures/reference/7-TS.xyz,
8-P1,polar-1-s,mace,-30356.600811081553,-1115.584503364186,,15,0,3,cuda,1,0.04096649,0.04096649,0.04096649,0.00000000,completed,structures/reference/8-P1.xyz,
8-R1,polar-1-s,mace,-4277.129224471721,-157.181599857021,,12,0,1,cuda,1,0.04436318,0.04436318,0.04436318,0.00000000,completed,structures/reference/8-R1.xyz,
8-R2,polar-1-s,mace,-26078.043117117435,-958.350408221571,,3,0,3,cuda,1,0.04120878,0.04120878,0.04120878,0.00000000,completed,structures/reference/8-R2.xyz,
8-TS,polar-1-s,mace,-30354.836322124804,-1115.519659591039,,15,0,3,cuda,1,0.04099405,0.04099405,0.04099405,0.00000000,completed,structures/reference/8-TS.xyz,
9-P1,polar-1-s,mace,-16730.415337263556,-614.831423361618,,26,0,3,cuda,1,0.04556063,0.04556063,0.04556063,0.00000000,completed,structures/reference/9-P1.xyz,
9-R1,polar-1-s,mace,-16730.324078958281,-614.828069680756,,26,0,3,cuda,1,0.04521257,0.04521257,0.04521257,0.00000000,completed,structures/reference/9-R1.xyz,
9-TS,polar-1-s,mace,-16729.159866462680,-614.785285660675,,26,0,3,cuda,1,0.04512932,0.04512932,0.04512932,0.00000000,completed,structures/reference/9-TS.xyz,
