species,model,backend,energy_eV,energy_hartree,max_force_eV_per_A,n_atoms,charge,spin_multiplicity,device,repeats,mean_time_seconds,median_time_seconds,min_time_seconds,stdev_time_seconds,status,input_file,error
12-R1,orbmol_v1_conservative,orb,-17587.980484008789,-646.346361225971,,12,0,3,cuda,1,0.01041664,0.01041664,0.01041664,0.00000000,completed,structures/reference/12-R1.xyz,
12-R2,orbmol_v1_conservative,orb,-4277.229369819164,-157.185280130658,,12,0,1,cuda,1,0.01112570,0.01112570,0.01112570,0.00000000,completed,structures/reference/12-R2.xyz,
12-TS,orbmol_v1_conservative,orb,-21865.189785242081,-803.530903849702,,24,0,3,cuda,1,0.01087498,0.01087498,0.01087498,0.00000000,completed,structures/reference/12-TS.xyz,
13-P1,orbmol_v1_conservative,orb,-12412.123355388641,-456.137120071149,,18,0,3,cuda,1,0.01062612,0.01062612,0.01062612,0.00000000,completed,structures/reference/13-P1.xyz,
13-R2,orbmol_v1_conservative,orb,-7158.969179391861,-263.087264819056,,8,0,1,cuda,1,0.01089828,0.01089828,0.01089828,0.00000000,completed,structures/reference/13-R2.xyz,
13-TS,orbmol_v1_conservative,orb,-12410.651054382324,-456.083014007128,,18,0,3,cuda,1,0.01176097,0.01176097,0.01176097,0.00000000,completed,structures/reference/13-TS.xyz,
14-P1,orbmol_v1_conservative,orb,-10567.198316693306,-388.337375434201,,23,0,3,cuda,1,0.01244760,0.01244760,0.01244760,0.00000000,completed,structures/reference/14-P1.xyz,
14-R1,orbmol_v1_conservative,orb,-5252.125873327255,-193.012065825997,,10,0,3,cuda,1,0.01106734,0.01106734,0.01106734,0.00000000,completed,structures/reference/14-R1.xyz,
14-R2,orbmol_v1_conservative,orb,-5313.128600090742,-195.253874685421,,13,0,1,cuda,1,0.01228351,0.01228351,0.01228351,0.00000000,completed,structures/reference/14-R2.xyz,
14-TS,orbmol_v1_conservative,orb,-10565.482468128204,-388.274319162478,,23,0,3,cuda,1,0.01039075,0.01039075,0.01039075,0.00000000,completed,structures/reference/14-TS.xyz,
15-P1,orbmol_v1_conservative,orb,-10475.893151521683,-384.981972503008,,18,0,3,cuda,1,0.01086382,0.01086382,0.01086382,0.00000000,completed,structures/reference/15-P1.xyz,
15-R1,orbmol_v1_conservative,orb,-8337.322413921356,-306.390947471506,,12,0,3,cuda,1,0.01078474,0.01078474,0.01078474,0.00000000,completed,structures/reference/15-R1.xyz,
15-R2,orbmol_v1_conservative,orb,-2137.903825551271,-78.566516465749,,6,0,1,cuda,1,0.01092536,0.01092536,0.01092536,0.00000000,completed,structures/reference/15-R2.xyz,
15-TS,orbmol_v1_conservative,orb,-10474.289740324020,-384.923048228325,,18,0,3,cuda,1,0.01125606,0.01125606,0.01125606,0.00000000,completed,structures/reference/15-TS.xyz,
16-P1,orbmol_v1_conservative,orb,-12522.971624135971,-460.210718811958,,19,0,3,cuda,1,0.01247513,0.01247513,0.01247513,0.00000000,completed,structures/reference/16-P1.xyz,
16-R1,orbmol_v1_conservative,orb,-10384.608040332794,-381.627306542087,,13,0,3,cuda,1,0.01284904,0.01284904,0.01284904,0.00000000,completed,structures/reference/16-R1.xyz,
16-TS,orbmol_v1_conservative,orb,-12521.644543170929,-460.161949486021,,19,0,3,cuda,1,0.01049137,0.01049137,0.01049137,0.00000000,completed,structures/reference/16-TS.xyz,
17-P1,orbmol_v1_conservative,orb,-17623.441875696182,-647.649543333888,,20,0,3,cuda,1,0.01062902,0.01062902,0.01062902,0.00000000,completed,structures/reference/17-P1.xyz,
17-R2,orbmol_v1_conservative,orb,-9285.198251605034,-341.224742013062,,8,0,1,cuda,1,0.01050626,0.01050626,0.01050626,0.00000000,completed,structures/reference/17-R2.xyz,
17-TS,orbmol_v1_conservative,orb,-17622.149827003479,-647.602061420214,,20,0,3,cuda,1,0.01114545,0.01114545,0.01114545,0.00000000,completed,structures/reference/17-TS.xyz,
18-P1,orbmol_v1_conservative,orb,-15110.165871262550,-555.288353730614,,13,0,3,cuda,1,0.01106933,0.01106933,0.01106933,0.00000000,completed,structures/reference/18-P1.xyz,
18-R1,orbmol_v1_conservative,orb,-10832.892461776733,-398.101455172058,,1,0,3,cuda,1,3.14875030,3.14875030,3.14875030,0.00000000,completed,structures/reference/18-R1.xyz,
18-TS,orbmol_v1_conservative,orb,-15109.888186216354,-555.278148993388,,13,0,3,cuda,1,0.01369037,0.01369037,0.01369037,0.00000000,completed,structures/reference/18-TS.xyz,
19-P1,orbmol_v1_conservative,orb,-15076.745154142380,-554.060165029823,,11,0,3,cuda,1,0.01230066,0.01230066,0.01230066,0.00000000,completed,structures/reference/19-P1.xyz,
19-R2,orbmol_v1_conservative,orb,-4243.966312557459,-155.962885322801,,10,0,1,cuda,1,0.01098928,0.01098928,0.01098928,0.00000000,completed,structures/reference/19-R2.xyz,
19-TS,orbmol_v1_conservative,orb,-15076.584925174713,-554.054276723869,,11,0,3,cuda,1,0.01223409,0.01223409,0.01223409,0.00000000,completed,structures/reference/19-TS.xyz,
2-P1,orbmol_v1_conservative,orb,-16784.156909823418,-616.806389725847,,28,0,3,cuda,1,0.01213157,0.01213157,0.01213157,0.00000000,completed,structures/reference/2-P1.xyz,
2-TS,orbmol_v1_conservative,orb,-16783.409006118774,-616.778904771648,,28,0,3,cuda,1,0.01274330,0.01274330,0.01274330,0.00000000,completed,structures/reference/2-TS.xyz,
20-P1,orbmol_v1_conservative,orb,-21231.707865476608,-780.250872687788,,14,0,2,cuda,1,0.01238462,0.01238462,0.01238462,0.00000000,completed,structures/reference/20-P1.xyz,
20-P2,orbmol_v1_conservative,orb,-6300.572465896606,-231.541767440295,,11,0,2,cuda,1,0.01427641,0.01427641,0.01427641,0.00000000,completed,structures/reference/20-P2.xyz,
20-R1,orbmol_v1_conservative,orb,-27532.143277406693,-1011.787603487712,,25,0,3,cuda,1,0.01278177,0.01278177,0.01278177,0.00000000,completed,structures/reference/20-R1.xyz,
20-TS,orbmol_v1_conservative,orb,-27531.418628215790,-1011.760973121131,,25,0,3,cuda,1,0.01256189,0.01256189,0.01256189,0.00000000,completed,structures/reference/20-TS.xyz,
21-P1,orbmol_v1_conservative,orb,-24886.909162938595,-914.577042785091,,22,0,3,cuda,1,0.01244768,0.01244768,0.01244768,0.00000000,completed,structures/reference/21-P1.xyz,
21-R1,orbmol_v1_conservative,orb,-24886.551523208618,-914.563899767431,,22,0,3,cuda,1,0.01220209,0.01220209,0.01220209,0.00000000,completed,structures/reference/21-R1.xyz,
21-TS,orbmol_v1_conservative,orb,-24886.255317330360,-914.553014402181,,22,0,3,cuda,1,0.01198153,0.01198153,0.01198153,0.00000000,completed,structures/reference/21-TS.xyz,
22-P1,orbmol_v1_conservative,orb,-16196.604660600424,-595.214242824120,,28,0,3,cuda,1,0.01280695,0.01280695,0.01280695,0.00000000,completed,structures/reference/22-P1.xyz,
22-R1,orbmol_v1_conservative,orb,-16195.974196255207,-595.191073686777,,28,0,3,cuda,1,0.01204104,0.01204104,0.01204104,0.00000000,completed,structures/reference/22-R1.xyz,
22-TS,orbmol_v1_conservative,orb,-16195.485325098038,-595.173108003120,,28,0,3,cuda,1,0.01237202,0.01237202,0.01237202,0.00000000,completed,structures/reference/22-TS.xyz,
23-P1,orbmol_v1_conservative,orb,-8460.903038859367,-310.932451672021,,19,0,3,cuda,1,0.01313662,0.01313662,0.01313662,0.00000000,completed,structures/reference/23-P1.xyz,
23-R1,orbmol_v1_conservative,orb,-8460.826039552689,-310.929621999693,,19,0,3,cuda,1,0.01306190,0.01306190,0.01306190,0.00000000,completed,structures/reference/23-R1.xyz,
23-TS,orbmol_v1_conservative,orb,-8460.217949867249,-310.907275115931,,19,0,3,cuda,1,0.01273903,0.01273903,0.01273903,0.00000000,completed,structures/reference/23-TS.xyz,
24-P1,orbmol_v1_conservative,orb,-12609.592654585838,-463.393982967148,,23,0,3,cuda,1,0.01342267,0.01342267,0.01342267,0.00000000,completed,structures/reference/24-P1.xyz,
24-R1,orbmol_v1_conservative,orb,-12608.903302788734,-463.368649755863,,23,0,3,cuda,1,0.01245791,0.01245791,0.01245791,0.00000000,completed,structures/reference/24-R1.xyz,
24-TS,orbmol_v1_conservative,orb,-12608.757149100304,-463.363278706880,,23,0,3,cuda,1,0.01211676,0.01211676,0.01211676,0.00000000,completed,structures/reference/24-TS.xyz,
25-P1,orbmol_v1_conservative,orb,-10488.388275638223,-385.441159844792,,18,0,2,cuda,1,0.01316491,0.01316491,0.01316491,0.00000000,completed,structures/reference/25-P1.xyz,
25-R1,orbmol_v1_conservative,orb,-10469.935141563416,-384.763019675526,,17,0,3,cuda,1,0.01412756,0.01412756,0.01412756,0.00000000,completed,structures/reference/25-R1.xyz,
25-R2,orbmol_v1_conservative,orb,-1101.818618178368,-40.491087378572,,5,0,1,cuda,1,0.01216263,0.01216263,0.01216263,0.00000000,completed,structures/reference/25-R2.xyz,
25-TS,orbmol_v1_conservative,orb,-11571.242545127869,-425.235320263550,,22,0,3,cuda,1,0.01319023,0.01319023,0.01319023,0.00000000,completed,structures/reference/25-TS.xyz,
26-P2,orbmol_v1_conservative,orb,-3130.609560966492,-115.047779362143,,5,0,2,cuda,1,0.01195100,0.01195100,0.01195100,0.00000000,completed,structures/reference/26-P2.xyz,
26-R2,orbmol_v1_conservative,orb,-3148.820226112381,-115.717008962623,,6,0,1,cuda,1,0.01287607,0.01287607,0.01287607,0.00000000,completed,structures/reference/26-R2.xyz,
26-TS,orbmol_v1_conservative,orb,-13618.266807556152,-500.462074384910,,23,0,3,cuda,1,0.01438831,0.01438831,0.01438831,0.00000000,completed,structures/reference/26-TS.xyz,
27-P1,orbmol_v1_conservative,orb,-2061.056844711304,-75.742442008635,,2,0,2,cuda,1,0.01321018,0.01321018,0.01321018,0.00000000,completed,structures/reference/27-P1.xyz,
27-P2,orbmol_v1_conservative,orb,-14945.241596162319,-549.227498410369,,4,0,2,cuda,1,0.01271042,0.01271042,0.01271042,0.00000000,completed,structures/reference/27-P2.xyz,
27-R1,orbmol_v1_conservative,orb,-14927.557796239853,-548.577630749729,,3,0,3,cuda,1,0.01254263,0.01254263,0.01254263,0.00000000,completed,structures/reference/27-R1.xyz,
27-R2,orbmol_v1_conservative,orb,-2079.864034771919,-76.433593495391,,3,0,1,cuda,1,0.01178094,0.01178094,0.01178094,0.00000000,completed,structures/reference/27-R2.xyz,
27-TS,orbmol_v1_conservative,orb,-17006.109321594238,-624.962990413676,,6,0,3,cuda,1,0.01332216,0.01332216,0.01332216,0.00000000,completed,structures/reference/27-TS.xyz,
28-TS,orbmol_v1_conservative,orb,-16028.171137332916,-589.024425012382,,8,0,3,cuda,1,0.01299749,0.01299749,0.01299749,0.00000000,completed,structures/reference/28-TS.xyz,
29-P1,orbmol_v1_conservative,orb,-4292.467913091183,-157.745286266849,,13,0,2,cuda,1,0.01239268,0.01239268,0.01239268,0.00000000,completed,structures/reference/29-P1.xyz,
29-R1,orbmol_v1_conservative,orb,-4310.367337226868,-158.403077971170,,14,0,1,cuda,1,0.01339579,0.01339579,0.01339579,0.00000000,completed,structures/reference/29-R1.xyz,
29-TS,orbmol_v1_conservative,orb,-19236.908975005150,-706.943365586213,,17,0,3,cuda,1,0.01446056,0.01446056,0.01446056,0.00000000,completed,structures/reference/29-TS.xyz,
3-P1,orbmol_v1_conservative,orb,-22701.134400844574,-834.251301849482,,21,0,3,cuda,1,0.01307795,0.01307795,0.01307795,0.00000000,completed,structures/reference/3-P1.xyz,
3-R1,orbmol_v1_conservative,orb,-22700.610383749008,-834.232044576411,,21,0,3,cuda,1,0.01284752,0.01284752,0.01284752,0.00000000,completed,structures/reference/3-R1.xyz,
3-TS,orbmol_v1_conservative,orb,-22699.874052524567,-834.204984903016,,21,0,3,cuda,1,0.01352042,0.01352042,0.01352042,0.00000000,completed,structures/reference/3-TS.xyz,
30-P1,orbmol_v1_conservative,orb,-3190.028905391693,-117.231399993891,,8,0,2,cuda,1,0.01202932,0.01202932,0.01202932,0.00000000,completed,structures/reference/30-P1.xyz,
30-R1,orbmol_v1_conservative,orb,-3207.553696066141,-117.875424172448,,9,0,1,cuda,1,0.01310018,0.01310018,0.01310018,0.00000000,completed,structures/reference/30-R1.xyz,
30-TS,orbmol_v1_conservative,orb,-18134.014417409897,-666.412738163369,,12,0,3,cuda,1,0.01435745,0.01435745,0.01435745,0.00000000,completed,structures/reference/30-TS.xyz,
31-P1,orbmol_v1_conservative,orb,-20521.135167360306,-754.137807675488,,26,0,3,cuda,1,0.01313786,0.01313786,0.01313786,0.00000000,completed,structures/reference/31-P1.xyz,
31-R1,orbmol_v1_conservative,orb,-20520.538500547409,-754.115880574549,,26,0,3,cuda,1,0.01349046,0.01349046,0.01349046,0.00000000,completed,structures/reference/31-R1.xyz,
31-TS,orbmol_v1_conservative,orb,-20520.318268537521,-754.107787197464,,26,0,3,cuda,1,0.01287838,0.01287838,0.01287838,0.00000000,completed,structures/reference/31-TS.xyz,
32-P1,orbmol_v1_conservative,orb,-15303.101308345795,-562.378600267087,,19,0,3,cuda,1,0.01215781,0.01215781,0.01215781,0.00000000,completed,structures/reference/32-P1.xyz,
32-R1,orbmol_v1_conservative,orb,-15302.653304100037,-562.362136414724,,19,0,3,cuda,1,0.01217456,0.01217456,0.01217456,0.00000000,completed,structures/reference/32-R1.xyz,
32-TS,orbmol_v1_conservative,orb,-15302.430198431015,-562.353937432614,,19,0,3,cuda,1,0.01277446,0.01277446,0.01277446,0.00000000,completed,structures/reference/32-TS.xyz,
33-P1,orbmol_v1_conservative,orb,-18478.413178682327,-679.069159198266,,26,0,3,cuda,1,0.01306775,0.01306775,0.01306775,0.00000000,completed,structures/reference/33-P1.xyz,
33-R1,orbmol_v1_conservative,orb,-18478.070788145065,-679.056576578102,,26,0,3,cuda,1,0.01394549,0.01394549,0.01394549,0.00000000,completed,structures/reference/33-R1.xyz,
33-TS,orbmol_v1_conservative,orb,-18477.793963909149,-679.046403475070,,26,0,3,cuda,1,0.01262718,0.01262718,0.01262718,0.00000000,completed,structures/reference/33-TS.xyz,
34-P1,orbmol_v1_conservative,orb,-31018.069864153862,-1139.893042704765,,28,0,3,cuda,1,0.01323356,0.01323356,0.01323356,0.00000000,completed,structures/reference/34-P1.xyz,
34-R1,orbmol_v1_conservative,orb,-31017.723654627800,-1139.880319739352,,28,0,3,cuda,1,0.01280527,0.01280527,0.01280527,0.00000000,completed,structures/reference/34-R1.xyz,
34-TS,orbmol_v1_conservative,orb,-31017.483711481094,-1139.871501991350,,28,0,3,cuda,1,0.01245209,0.01245209,0.01245209,0.00000000,completed,structures/reference/34-TS.xyz,
35-P1,orbmol_v1_conservative,orb,-88538.122813463211,-3253.716000099669,,28,0,3,cuda,1,0.01267413,0.01267413,0.01267413,0.00000000,completed,structures/reference/35-P1.xyz,
35-R1,orbmol_v1_conservative,orb,-88537.747575879097,-3253.702210372798,,28,0,3,cuda,1,0.01236946,0.01236946,0.01236946,0.00000000,completed,structures/reference/35-R1.xyz,
35-TS,orbmol_v1_conservative,orb,-88537.439397573471,-3253.690885028956,,28,0,3,cuda,1,0.01215292,0.01215292,0.01215292,0.00000000,completed,structures/reference/35-TS.xyz,
36-P1,orbmol_v1_conservative,orb,-29249.684927940369,-1074.906094953281,,23,0,3,cuda,1,0.01254106,0.01254106,0.01254106,0.00000000,completed,structures/reference/36-P1.xyz,
36-R1,orbmol_v1_conservative,orb,-29248.973904848099,-1074.879965336588,,23,0,3,cuda,1,0.01270102,0.01270102,0.01270102,0.00000000,completed,structures/reference/36-R1.xyz,
36-TS,orbmol_v1_conservative,orb,-29248.829553604126,-1074.874660526217,,23,0,3,cuda,1,0.01352974,0.01352974,0.01352974,0.00000000,completed,structures/reference/36-TS.xyz,
37-P1,orbmol_v1_conservative,orb,-20461.300935506821,-751.938940211971,,23,0,3,cuda,1,0.01312736,0.01312736,0.01312736,0.00000000,completed,structures/reference/37-P1.xyz,
37-R1,orbmol_v1_conservative,orb,-20460.681270122528,-751.916167929123,,23,0,3,cuda,1,0.01276511,0.01276511,0.01276511,0.00000000,completed,structures/reference/37-R1.xyz,
37-TS,orbmol_v1_conservative,orb,-20460.433966159821,-751.907079676122,,23,0,3,cuda,1,0.01286258,0.01286258,0.01286258,0.00000000,completed,structures/reference/37-TS.xyz,
38-P1,orbmol_v1_conservative,orb,-9477.498592376709,-348.291649190568,,18,0,2,cuda,1,0.01324334,0.01324334,0.01324334,0.00000000,completed,structures/reference/38-P1.xyz,
38-P2,orbmol_v1_conservative,orb,-12520.563626170158,-460.122226518914,,1,0,2,cuda,1,0.01142648,0.01142648,0.01142648,0.00000000,completed,structures/reference/38-P2.xyz,
38-R1,orbmol_v1_conservative,orb,-21998.703672766685,-808.437448717268,,19,0,3,cuda,1,0.01331255,0.01331255,0.01331255,0.00000000,completed,structures/reference/38-R1.xyz,
38-TS,orbmol_v1_conservative,orb,-21998.268972754478,-808.421473786469,,19,0,3,cuda,1,0.01317127,0.01317127,0.01317127,0.00000000,completed,structures/reference/38-TS.xyz,
39-P2,orbmol_v1_conservative,orb,-70041.172569751740,-2573.965616326456,,1,0,2,cuda,1,0.01062418,0.01062418,0.01062418,0.00000000,completed,structures/reference/39-P2.xyz,
39-R1,orbmol_v1_conservative,orb,-79518.771890044212,-2922.260967199652,,19,0,3,cuda,1,0.01319483,0.01319483,0.01319483,0.00000000,completed,structures/reference/39-R1.xyz,
39-TS,orbmol_v1_conservative,orb,-79518.641108274460,-2922.256161058261,,19,0,3,cuda,1,0.01269955,0.01269955,0.01269955,0.00000000,completed,structures/reference/39-TS.xyz,
4-P1,orbmol_v1_conservative,orb,-22701.297717094421,-834.257303610964,,21,0,3,cuda,1,0.01349480,0.01349480,0.01349480,0.00000000,completed,structures/reference/4-P1.xyz,
4-TS,orbmol_v1_conservative,orb,-22699.770596027374,-834.201182946870,,21,0,3,cuda,1,0.01325715,0.01325715,0.01325715,0.00000000,completed,structures/reference/4-TS.xyz,
40-P1,orbmol_v1_conservative,orb,-12593.945292890072,-462.818953030991,,22,0,2,cuda,1,0.01263733,0.01263733,0.01263733,0.00000000,completed,structures/reference/40-P1.xyz,
40-R1,orbmol_v1_conservative,orb,-25115.260965824127,-922.968816758723,,23,0,3,cuda,1,0.01305677,0.01305677,0.01305677,0.00000000,completed,structures/reference/40-R1.xyz,
40-TS,orbmol_v1_conservative,orb,-25114.829220294952,-922.952950403173,,23,0,3,cuda,1,0.01295524,0.01295524,0.01295524,0.00000000,completed,structures/reference/40-TS.xyz,
41-P1,orbmol_v1_conservative,orb,-22387.010831028223,-822.707473579334,,21,0,2,cuda,1,0.01246445,0.01246445,0.01246445,0.00000000,completed,structures/reference/41-P1.xyz,
41-R1,orbmol_v1_conservative,orb,-34908.345877766609,-1282.858049281243,,22,0,3,cuda,1,0.01269529,0.01269529,0.01269529,0.00000000,completed,structures/reference/41-R1.xyz,
41-TS,orbmol_v1_conservative,orb,-34908.026726484299,-1282.846320687946,,22,0,3,cuda,1,0.01346291,0.01346291,0.01346291,0.00000000,completed,structures/reference/41-TS.xyz,
42-P1,orbmol_v1_conservative,orb,-13861.049796104431,-509.384184649839,,17,0,3,cuda,1,0.01300341,0.01300341,0.01300341,0.00000000,completed,structures/reference/42-P1.xyz,
42-R1,orbmol_v1_conservative,orb,-11722.248651027679,-430.784692299753,,11,0,3,cuda,1,0.01194449,0.01194449,0.01194449,0.00000000,completed,structures/reference/42-R1.xyz,
42-TS,orbmol_v1_conservative,orb,-13859.555678844452,-509.329276853283,,17,0,3,cuda,1,0.01236564,0.01236564,0.01236564,0.00000000,completed,structures/reference/42-TS.xyz,
43-P1,orbmol_v1_conservative,orb,-8291.716835260391,-304.714973368287,,15,0,3,cuda,1,0.01280607,0.01280607,0.01280607,0.00000000,completed,structures/reference/43-P1.xyz,
43-R1,orbmol_v1_conservative,orb,-8290.833746433258,-304.682520452469,,15,0,3,cuda,1,0.01227642,0.01227642,0.01227642,0.00000000,completed,structures/reference/43-R1.xyz,
43-TS,orbmol_v1_conservative,orb,-8290.318723678589,-304.663593715329,,15,0,3,cuda,1,0.01328763,0.01328763,0.01328763,0.00000000,completed,structures/reference/43-TS.xyz,
44-P1,orbmol_v1_conservative,orb,-2981.077527165413,-109.552578476407,,2,0,1,cuda,1,0.01291067,0.01291067,0.01291067,0.00000000,completed,structures/reference/44-P1.xyz,
44-P2,orbmol_v1_conservative,orb,-5311.352919340134,-195.188619621436,,13,0,3,cuda,1,0.01313663,0.01313663,0.01313663,0.00000000,completed,structures/reference/44-P2.xyz,
44-TS,orbmol_v1_conservative,orb,-8291.541017055511,-304.708512168431,,15,0,3,cuda,1,0.01213295,0.01213295,0.01213295,0.00000000,completed,structures/reference/44-TS.xyz,
45-P1,orbmol_v1_conservative,orb,-11500.097561240196,-422.620790329480,,24,0,3,cuda,1,0.01233453,0.01233453,0.01233453,0.00000000,completed,structures/reference/45-P1.xyz,
45-R1,orbmol_v1_conservative,orb,-11499.713231325150,-422.606666465610,,24,0,3,cuda,1,0.01272612,0.01272612,0.01272612,0.00000000,completed,structures/reference/45-R1.xyz,
45-TS,orbmol_v1_conservative,orb,-11498.933921575546,-422.578027360548,,24,0,3,cuda,1,0.01192727,0.01192727,0.01192727,0.00000000,completed,structures/reference/45-TS.xyz,
46-P1,orbmol_v1_conservative,orb,-8520.335958719254,-313.116571191792,,22,0,3,cuda,1,0.01258889,0.01258889,0.01258889,0.00000000,completed,structures/reference/46-P1.xyz,
46-TS,orbmol_v1_conservative,orb,-11500.021660566330,-422.618001031163,,24,0,3,cuda,1,0.01451994,0.01451994,0.01451994,0.00000000,completed,structures/reference/46-TS.xyz,
47-P1,orbmol_v1_conservative,orb,-8422.411961078644,-309.517930653769,,16,0,3,cuda,1,0.01378606,0.01378606,0.01378606,0.00000000,completed,structures/reference/47-P1.xyz,
47-R1,orbmol_v1_conservative,orb,-11403.455595254898,-419.069263585798,,18,0,3,cuda,1,0.01391369,0.01391369,0.01391369,0.00000000,completed,structures/reference/47-R1.xyz,
47-TS,orbmol_v1_conservative,orb,-11402.841765165329,-419.046705746075,,18,0,3,cuda,1,0.01206136,0.01206136,0.01206136,0.00000000,completed,structures/reference/47-TS.xyz,
48-P1,orbmol_v1_conservative,orb,-25892.376514554024,-951.527286426709,,34,0,3,cuda,1,0.01438010,0.01438010,0.01438010,0.00000000,completed,structures/reference/48-P1.xyz,
48-R1,orbmol_v1_conservative,orb,-28872.320464134216,-1061.038206695225,,36,0,3,cuda,1,0.01227597,0.01227597,0.01227597,0.00000000,completed,structures/reference/48-R1.xyz,
48-TS,orbmol_v1_conservative,orb,-28872.107855558395,-1061.030393474175,,36,0,3,cuda,1,0.01303025,0.01303025,0.01303025,0.00000000,completed,structures/reference/48-TS.xyz,
49-P1,orbmol_v1_conservative,orb,-12986.965847730637,-477.262192022481,,19,0,3,cuda,1,0.01158972,0.01158972,0.01158972,0.00000000,completed,structures/reference/49-P1.xyz,
49-R1,orbmol_v1_conservative,orb,-15965.751525878906,-586.730546600979,,21,0,3,cuda,1,0.01225003,0.01225003,0.01225003,0.00000000,completed,structures/reference/49-R1.xyz,
49-TS,orbmol_v1_conservative,orb,-15965.459050655365,-586.719798334761,,21,0,3,cuda,1,0.01317090,0.01317090,0.01317090,0.00000000,completed,structures/reference/49-TS.xyz,
5-P1,orbmol_v1_conservative,orb,-11975.768694639206,-440.101382060419,,19,0,3,cuda,1,0.01233553,0.01233553,0.01233553,0.00000000,completed,structures/reference/5-P1.xyz,
5-R1,orbmol_v1_conservative,orb,-4648.544014096260,-170.830841621736,,7,0,1,cuda,1,0.01249382,0.01249382,0.01249382,0.00000000,completed,structures/reference/5-R1.xyz,
5-R2,orbmol_v1_conservative,orb,-7326.052284002304,-269.227455660494,,12,0,3,cuda,1,0.01120719,0.01120719,0.01120719,0.00000000,completed,structures/reference/5-R2.xyz,
5-TS,orbmol_v1_conservative,orb,-11974.712409019470,-440.062564279870,,19,0,3,cuda,1,0.01288840,0.01288840,0.01288840,0.00000000,completed,structures/reference/5-TS.xyz,
50-R1,orbmol_v1_conservative,orb,-17551.826394796371,-645.017722953537,,22,0,3,cuda,1,0.01300270,0.01300270,0.01300270,0.00000000,completed,structures/reference/50-R1.xyz,
50-R2,orbmol_v1_conservative,orb,-11319.174017071724,-415.971972715672,,14,0,1,cuda,1,0.01286645,0.01286645,0.01286645,0.00000000,completed,structures/reference/50-R2.xyz,
50-TS,orbmol_v1_conservative,orb,-28870.845443725586,-1060.984000695013,,36,0,3,cuda,1,0.01363317,0.01363317,0.01363317,0.00000000,completed,structures/reference/50-TS.xyz,
6-P1,orbmol_v1_conservative,orb,-11976.570408582687,-440.130844504421,,19,0,3,cuda,1,0.01197665,0.01197665,0.01197665,0.00000000,completed,structures/reference/6-P1.xyz,
6-TS,orbmol_v1_conservative,orb,-11974.722758769989,-440.062944626186,,19,0,3,cuda,1,0.01287671,0.01287671,0.01287671,0.00000000,completed,structures/reference/6-TS.xyz,
7-P1,orbmol_v1_conservative,orb,-16762.788609623909,-616.021119177469,,28,0,3,cuda,1,0.01235876,0.01235876,0.01235876,0.00000000,completed,structures/reference/7-P1.xyz,
7-R1,orbmol_v1_conservative,orb,-16762.242134094238,-616.001036572168,,28,0,3,cuda,1,0.01285913,0.01285913,0.01285913,0.00000000,completed,structures/reference/7-R1.xyz,
