species,model,backend,energy_eV,energy_hartree,max_force_eV_per_A,n_atoms,charge,spin_multiplicity,device,repeats,mean_time_seconds,median_time_seconds,min_time_seconds,stdev_time_seconds,status,input_file,error
19-TS,uma-m-1p1,fairchem,-15076.481871173371,-554.050489559172,,11,0,3,cuda,1,0.09614948,0.09614948,0.09614948,0.00000000,completed,structures/reference/19-TS.xyz,
2-P1,uma-m-1p1,fairchem,-16784.173114057150,-616.806985220453,,28,0,3,cuda,1,0.10065807,0.10065807,0.10065807,0.00000000,completed,structures/reference/2-P1.xyz,
2-TS,uma-m-1p1,fairchem,-16783.429604188976,-616.779661736766,,28,0,3,cuda,1,0.09741990,0.09741990,0.09741990,0.00000000,completed,structures/reference/2-TS.xyz,
20-P1,uma-m-1p1,fairchem,-21231.701593362806,-780.250642191857,,14,0,2,cuda,1,0.09574985,0.09574985,0.09574985,0.00000000,completed,structures/reference/20-P1.xyz,
20-P2,uma-m-1p1,fairchem,-6300.592707876935,-231.542511319352,,11,0,2,cuda,1,0.09457472,0.09457472,0.09457472,0.00000000,completed,structures/reference/20-P2.xyz,
20-R1,uma-m-1p1,fairchem,-27532.297191218666,-1011.793259715976,,25,0,3,cuda,1,0.09513814,0.09513814,0.09513814,0.00000000,completed,structures/reference/20-R1.xyz,
20-TS,uma-m-1p1,fairchem,-27531.820137492668,-1011.775728314904,,25,0,3,cuda,1,0.09571841,0.09571841,0.09571841,0.00000000,completed,structures/reference/20-TS.xyz,
21-P1,uma-m-1p1,fairchem,-24887.011776260151,-914.580813755104,,22,0,3,cuda,1,0.10024406,0.10024406,0.10024406,0.00000000,completed,structures/reference/21-P1.xyz,
21-R1,uma-m-1p1,fairchem,-24886.620743914867,-914.566443581466,,22,0,3,cuda,1,0.09512137,0.09512137,0.09512137,0.00000000,completed,structures/reference/21-R1.xyz,
21-TS,uma-m-1p1,fairchem,-24886.306542016009,-914.554896874657,,22,0,3,cuda,1,0.09508395,0.09508395,0.09508395,0.00000000,completed,structures/reference/21-TS.xyz,
22-P1,uma-m-1p1,fairchem,-16196.569497689812,-595.212950610989,,28,0,3,cuda,1,0.09501338,0.09501338,0.09501338,0.00000000,completed,structures/reference/22-P1.xyz,
22-R1,uma-m-1p1,fairchem,-16195.994765472666,-595.191829591577,,28,0,3,cuda,1,0.09537769,0.09537769,0.09537769,0.00000000,completed,structures/reference/22-R1.xyz,
22-TS,uma-m-1p1,fairchem,-16195.562097812255,-595.175929348329,,28,0,3,cuda,1,0.09626706,0.09626706,0.09626706,0.00000000,completed,structures/reference/22-TS.xyz,
23-P1,uma-m-1p1,fairchem,-8460.915180505248,-310.932897869277,,19,0,3,cuda,1,0.09495595,0.09495595,0.09495595,0.00000000,completed,structures/reference/23-P1.xyz,
23-R1,uma-m-1p1,fairchem,-8460.766520657506,-310.927434720638,,19,0,3,cuda,1,0.09468615,0.09468615,0.09468615,0.00000000,completed,structures/reference/23-R1.xyz,
23-TS,uma-m-1p1,fairchem,-8460.336707560768,-310.911639380671,,19,0,3,cuda,1,0.09434239,0.09434239,0.09434239,0.00000000,completed,structures/reference/23-TS.xyz,
24-P1,uma-m-1p1,fairchem,-12609.559944886967,-463.392780907886,,23,0,3,cuda,1,0.09562793,0.09562793,0.09562793,0.00000000,completed,structures/reference/24-P1.xyz,
24-R1,uma-m-1p1,fairchem,-12608.502947405101,-463.353936966886,,23,0,3,cuda,1,0.37164327,0.37164327,0.37164327,0.00000000,completed,structures/reference/24-R1.xyz,
24-TS,uma-m-1p1,fairchem,-12608.885802347670,-463.368006626517,,23,0,3,cuda,1,0.10167573,0.10167573,0.10167573,0.00000000,completed,structures/reference/24-TS.xyz,
25-P1,uma-m-1p1,fairchem,-10488.374824297500,-385.440665517138,,18,0,2,cuda,1,0.09990086,0.09990086,0.09990086,0.00000000,completed,structures/reference/25-P1.xyz,
25-R1,uma-m-1p1,fairchem,-10469.881115466525,-384.761034253085,,17,0,3,cuda,1,0.10215850,0.10215850,0.10215850,0.00000000,completed,structures/reference/25-R1.xyz,
25-R2,uma-m-1p1,fairchem,-1101.817328056102,-40.491039967453,,5,0,1,cuda,1,0.10144396,0.10144396,0.10144396,0.00000000,completed,structures/reference/25-R2.xyz,
25-TS,uma-m-1p1,fairchem,-11571.296824614345,-425.237314997886,,22,0,3,cuda,1,0.10366003,0.10366003,0.10366003,0.00000000,completed,structures/reference/25-TS.xyz,
26-P2,uma-m-1p1,fairchem,-3130.618004492346,-115.048089655995,,5,0,2,cuda,1,0.10199734,0.10199734,0.10199734,0.00000000,completed,structures/reference/26-P2.xyz,
26-R2,uma-m-1p1,fairchem,-3148.818257528597,-115.716936618503,,6,0,1,cuda,1,0.10194791,0.10194791,0.10194791,0.00000000,completed,structures/reference/26-R2.xyz,
26-TS,uma-m-1p1,fairchem,-13618.482234807649,-500.469991190380,,23,0,3,cuda,1,0.10689345,0.10689345,0.10689345,0.00000000,completed,structures/reference/26-TS.xyz,
27-P1,uma-m-1p1,fairchem,-2061.056969711929,-75.742446602323,,2,0,2,cuda,1,0.10205253,0.10205253,0.10205253,0.00000000,completed,structures/reference/27-P1.xyz,
27-P2,uma-m-1p1,fairchem,-14945.251143472231,-549.227849267537,,4,0,2,cuda,1,0.10127043,0.10127043,0.10127043,0.00000000,completed,structures/reference/27-P2.xyz,
27-R1,uma-m-1p1,fairchem,-14926.606455513171,-548.542669622865,,3,0,3,cuda,1,0.10199517,0.10199517,0.10199517,0.00000000,completed,structures/reference/27-R1.xyz,
27-R2,uma-m-1p1,fairchem,-2079.862909401155,-76.433552138778,,3,0,1,cuda,1,0.10053411,0.10053411,0.10053411,0.00000000,completed,structures/reference/27-R2.xyz,
27-TS,uma-m-1p1,fairchem,-17006.163024687361,-624.964963965947,,6,0,3,cuda,1,0.10296340,0.10296340,0.10296340,0.00000000,completed,structures/reference/27-TS.xyz,
28-TS,uma-m-1p1,fairchem,-16028.189495841245,-589.025099675119,,8,0,3,cuda,1,0.10363196,0.10363196,0.10363196,0.00000000,completed,structures/reference/28-TS.xyz,
29-P1,uma-m-1p1,fairchem,-4292.453462439446,-157.744755215193,,13,0,2,cuda,1,0.10287391,0.10287391,0.10287391,0.00000000,completed,structures/reference/29-P1.xyz,
29-R1,uma-m-1p1,fairchem,-4310.365623089242,-158.403014977774,,14,0,1,cuda,1,0.10210474,0.10210474,0.10210474,0.00000000,completed,structures/reference/29-R1.xyz,
29-TS,uma-m-1p1,fairchem,-19236.897479992906,-706.942943152305,,17,0,3,cuda,1,0.10367074,0.10367074,0.10367074,0.00000000,completed,structures/reference/29-TS.xyz,
3-P1,uma-m-1p1,fairchem,-22701.142177020774,-834.251587618686,,21,0,3,cuda,1,0.10319994,0.10319994,0.10319994,0.00000000,completed,structures/reference/3-P1.xyz,
3-R1,uma-m-1p1,fairchem,-22700.583615915737,-834.231060876683,,21,0,3,cuda,1,0.10349796,0.10349796,0.10349796,0.00000000,completed,structures/reference/3-R1.xyz,
3-TS,uma-m-1p1,fairchem,-22700.073901026219,-834.212329199990,,21,0,3,cuda,1,0.10554694,0.10554694,0.10554694,0.00000000,completed,structures/reference/3-TS.xyz,
30-P1,uma-m-1p1,fairchem,-3190.031183642647,-117.231483718070,,8,0,2,cuda,1,0.10222114,0.10222114,0.10222114,0.00000000,completed,structures/reference/30-P1.xyz,
30-R1,uma-m-1p1,fairchem,-3207.552500776552,-117.875380246365,,9,0,1,cuda,1,0.10313596,0.10313596,0.10313596,0.00000000,completed,structures/reference/30-R1.xyz,
30-TS,uma-m-1p1,fairchem,-18134.045524938338,-666.413881343954,,12,0,3,cuda,1,0.10315708,0.10315708,0.10315708,0.00000000,completed,structures/reference/30-TS.xyz,
31-P1,uma-m-1p1,fairchem,-20521.161739639003,-754.138784188718,,26,0,3,cuda,1,0.10298748,0.10298748,0.10298748,0.00000000,completed,structures/reference/31-P1.xyz,
31-R1,uma-m-1p1,fairchem,-20520.559650823197,-754.116657832848,,26,0,3,cuda,1,0.10382551,0.10382551,0.10382551,0.00000000,completed,structures/reference/31-R1.xyz,
31-TS,uma-m-1p1,fairchem,-20520.277276265151,-754.106280759240,,26,0,3,cuda,1,0.10372867,0.10372867,0.10372867,0.00000000,completed,structures/reference/31-TS.xyz,
32-P1,uma-m-1p1,fairchem,-15303.106790981341,-562.378801750227,,19,0,3,cuda,1,0.10327137,0.10327137,0.10327137,0.00000000,completed,structures/reference/32-P1.xyz,
32-R1,uma-m-1p1,fairchem,-15302.675956337775,-562.362968869106,,19,0,3,cuda,1,0.10281139,0.10281139,0.10281139,0.00000000,completed,structures/reference/32-R1.xyz,
32-TS,uma-m-1p1,fairchem,-15302.330305563981,-562.350266437460,,19,0,3,cuda,1,0.10281047,0.10281047,0.10281047,0.00000000,completed,structures/reference/32-TS.xyz,
33-P1,uma-m-1p1,fairchem,-18478.447686521631,-679.070427337970,,26,0,3,cuda,1,0.10711530,0.10711530,0.10711530,0.00000000,completed,structures/reference/33-P1.xyz,
33-R1,uma-m-1p1,fairchem,-18478.080258138114,-679.056924593928,,26,0,3,cuda,1,0.10316103,0.10316103,0.10316103,0.00000000,completed,structures/reference/33-R1.xyz,
33-TS,uma-m-1p1,fairchem,-18477.698015844268,-679.042877448722,,26,0,3,cuda,1,0.10304841,0.10304841,0.10304841,0.00000000,completed,structures/reference/33-TS.xyz,
34-P1,uma-m-1p1,fairchem,-31018.123087322041,-1139.894998620120,,28,0,3,cuda,1,0.10212740,0.10212740,0.10212740,0.00000000,completed,structures/reference/34-P1.xyz,
34-R1,uma-m-1p1,fairchem,-31017.742823100685,-1139.881024167737,,28,0,3,cuda,1,0.10284334,0.10284334,0.10284334,0.00000000,completed,structures/reference/34-R1.xyz,
34-TS,uma-m-1p1,fairchem,-31017.369454693657,-1139.867303131857,,28,0,3,cuda,1,0.10353050,0.10353050,0.10353050,0.00000000,completed,structures/reference/34-TS.xyz,
35-P1,uma-m-1p1,fairchem,-88538.147172412107,-3253.716895274530,,28,0,3,cuda,1,0.10240898,0.10240898,0.10240898,0.00000000,completed,structures/reference/35-P1.xyz,
35-R1,uma-m-1p1,fairchem,-88537.743213463080,-3253.702050056966,,28,0,3,cuda,1,0.10247020,0.10247020,0.10247020,0.00000000,completed,structures/reference/35-R1.xyz,
35-TS,uma-m-1p1,fairchem,-88537.356036577912,-3253.687821568874,,28,0,3,cuda,1,0.10351375,0.10351375,0.10351375,0.00000000,completed,structures/reference/35-TS.xyz,
36-P1,uma-m-1p1,fairchem,-29249.747065429015,-1074.908378463870,,23,0,3,cuda,1,0.10478543,0.10478543,0.10478543,0.00000000,completed,structures/reference/36-P1.xyz,
36-R1,uma-m-1p1,fairchem,-29248.632704590145,-1074.867426458382,,23,0,3,cuda,1,0.10395263,0.10395263,0.10395263,0.00000000,completed,structures/reference/36-R1.xyz,
36-TS,uma-m-1p1,fairchem,-29248.772743693928,-1074.872572800524,,23,0,3,cuda,1,0.10455105,0.10455105,0.10455105,0.00000000,completed,structures/reference/36-TS.xyz,
37-P1,uma-m-1p1,fairchem,-20461.370795116090,-751.941507505259,,23,0,3,cuda,1,0.10424389,0.10424389,0.10424389,0.00000000,completed,structures/reference/37-P1.xyz,
37-R1,uma-m-1p1,fairchem,-20460.554369232887,-751.911504407445,,23,0,3,cuda,1,0.10377236,0.10377236,0.10377236,0.00000000,completed,structures/reference/37-R1.xyz,
37-TS,uma-m-1p1,fairchem,-20460.455688284790,-751.907877949491,,23,0,3,cuda,1,0.10431301,0.10431301,0.10431301,0.00000000,completed,structures/reference/37-TS.xyz,
38-P1,uma-m-1p1,fairchem,-9477.499055197180,-348.291666198907,,18,0,2,cuda,1,0.10423357,0.10423357,0.10423357,0.00000000,completed,structures/reference/38-P1.xyz,
38-P2,uma-m-1p1,fairchem,-12520.669921875000,-460.126132814017,,1,0,2,cuda,1,0.00109537,0.00109537,0.00109537,0.00000000,completed,structures/reference/38-P2.xyz,
38-R1,uma-m-1p1,fairchem,-21998.686217419639,-808.436807245095,,19,0,3,cuda,1,0.10493883,0.10493883,0.10493883,0.00000000,completed,structures/reference/38-R1.xyz,
38-TS,uma-m-1p1,fairchem,-21998.312430962185,-808.423070846145,,19,0,3,cuda,1,0.10473629,0.10473629,0.10473629,0.00000000,completed,structures/reference/38-TS.xyz,
39-P2,uma-m-1p1,fairchem,-70041.250000000000,-2573.968461835595,,1,0,2,cuda,1,0.00103625,0.00103625,0.00103625,0.00000000,completed,structures/reference/39-P2.xyz,
39-R1,uma-m-1p1,fairchem,-79518.765208399505,-2922.260721653739,,19,0,3,cuda,1,0.10846916,0.10846916,0.10846916,0.00000000,completed,structures/reference/39-R1.xyz,
39-TS,uma-m-1p1,fairchem,-79518.651658737101,-2922.256548780612,,19,0,3,cuda,1,0.10576397,0.10576397,0.10576397,0.00000000,completed,structures/reference/39-TS.xyz,
4-P1,uma-m-1p1,fairchem,-22701.337350260070,-834.258760102937,,21,0,3,cuda,1,0.10438685,0.10438685,0.10438685,0.00000000,completed,structures/reference/4-P1.xyz,
4-TS,uma-m-1p1,fairchem,-22699.912186006139,-834.206386282616,,21,0,3,cuda,1,0.10502424,0.10502424,0.10502424,0.00000000,completed,structures/reference/4-TS.xyz,
40-P1,uma-m-1p1,fairchem,-12593.925453469981,-462.818223945750,,22,0,2,cuda,1,0.10847283,0.10847283,0.10847283,0.00000000,completed,structures/reference/40-P1.xyz,
40-R1,uma-m-1p1,fairchem,-25115.239210801668,-922.968017276394,,23,0,3,cuda,1,0.10508187,0.10508187,0.10508187,0.00000000,completed,structures/reference/40-R1.xyz,
40-TS,uma-m-1p1,fairchem,-25114.878706318301,-922.954768980988,,23,0,3,cuda,1,0.10900144,0.10900144,0.10900144,0.00000000,completed,structures/reference/40-TS.xyz,
41-P1,uma-m-1p1,fairchem,-22386.995239815624,-822.706900612839,,21,0,2,cuda,1,0.10226565,0.10226565,0.10226565,0.00000000,completed,structures/reference/41-P1.xyz,
41-R1,uma-m-1p1,fairchem,-34908.359633442822,-1282.858554793020,,22,0,3,cuda,1,0.10434120,0.10434120,0.10434120,0.00000000,completed,structures/reference/41-R1.xyz,
41-TS,uma-m-1p1,fairchem,-34908.101689847419,-1282.849075540729,,22,0,3,cuda,1,0.10749281,0.10749281,0.10749281,0.00000000,completed,structures/reference/41-TS.xyz,
42-P1,uma-m-1p1,fairchem,-13861.040005992552,-509.383824869863,,17,0,3,cuda,1,0.10680377,0.10680377,0.10680377,0.00000000,completed,structures/reference/42-P1.xyz,
42-R1,uma-m-1p1,fairchem,-11722.248778072784,-430.784696968575,,11,0,3,cuda,1,0.10563582,0.10563582,0.10563582,0.00000000,completed,structures/reference/42-R1.xyz,
42-TS,uma-m-1p1,fairchem,-13859.700093643221,-509.334583999250,,17,0,3,cuda,1,0.10641479,0.10641479,0.10641479,0.00000000,completed,structures/reference/42-TS.xyz,
43-P1,uma-m-1p1,fairchem,-8291.786662721948,-304.717539480168,,15,0,3,cuda,1,0.10614530,0.10614530,0.10614530,0.00000000,completed,structures/reference/43-P1.xyz,
43-R1,uma-m-1p1,fairchem,-8290.899800589865,-304.684947897951,,15,0,3,cuda,1,0.10301598,0.10301598,0.10301598,0.00000000,completed,structures/reference/43-R1.xyz,
43-TS,uma-m-1p1,fairchem,-8290.511974188881,-304.670695540593,,15,0,3,cuda,1,0.10375023,0.10375023,0.10375023,0.00000000,completed,structures/reference/43-TS.xyz,
44-P1,uma-m-1p1,fairchem,-2981.076658562911,-109.552546555853,,2,0,1,cuda,1,0.09996148,0.09996148,0.09996148,0.00000000,completed,structures/reference/44-P1.xyz,
44-P2,uma-m-1p1,fairchem,-5311.371650668181,-195.189307985045,,13,0,3,cuda,1,0.10248225,0.10248225,0.10248225,0.00000000,completed,structures/reference/44-P2.xyz,
44-TS,uma-m-1p1,fairchem,-8291.639360133635,-304.712126209893,,15,0,3,cuda,1,0.09877922,0.09877922,0.09877922,0.00000000,completed,structures/reference/44-TS.xyz,
45-P1,uma-m-1p1,fairchem,-11500.186940611924,-422.624074960808,,24,0,3,cuda,1,0.10738621,0.10738621,0.10738621,0.00000000,completed,structures/reference/45-P1.xyz,
45-R1,uma-m-1p1,fairchem,-11499.720210002077,-422.606922927257,,24,0,3,cuda,1,0.10188671,0.10188671,0.10188671,0.00000000,completed,structures/reference/45-R1.xyz,
45-TS,uma-m-1p1,fairchem,-11499.177866255848,-422.586992162197,,24,0,3,cuda,1,0.09706163,0.09706163,0.09706163,0.00000000,completed,structures/reference/45-TS.xyz,
46-P1,uma-m-1p1,fairchem,-8520.356832100106,-313.117338274390,,22,0,3,cuda,1,0.10033515,0.10033515,0.10033515,0.00000000,completed,structures/reference/46-P1.xyz,
46-TS,uma-m-1p1,fairchem,-11500.162581539988,-422.623179781425,,24,0,3,cuda,1,0.09756382,0.09756382,0.09756382,0.00000000,completed,structures/reference/46-TS.xyz,
47-P1,uma-m-1p1,fairchem,-8422.443160761086,-309.519077220951,,16,0,3,cuda,1,0.09750688,0.09750688,0.09750688,0.00000000,completed,structures/reference/47-P1.xyz,
47-R1,uma-m-1p1,fairchem,-11403.513213266488,-419.071381008669,,18,0,3,cuda,1,0.09627221,0.09627221,0.09627221,0.00000000,completed,structures/reference/47-R1.xyz,
47-TS,uma-m-1p1,fairchem,-11402.885130372782,-419.048299388055,,18,0,3,cuda,1,0.09607641,0.09607641,0.09607641,0.00000000,completed,structures/reference/47-TS.xyz,
48-P1,uma-m-1p1,fairchem,-25892.372641201437,-951.527144083627,,34,0,3,cuda,1,0.09864080,0.09864080,0.09864080,0.00000000,completed,structures/reference/48-P1.xyz,
48-R1,uma-m-1p1,fairchem,-28872.321760748029,-1061.038254344904,,36,0,3,cuda,1,0.10722988,0.10722988,0.10722988,0.00000000,completed,structures/reference/48-R1.xyz,
48-TS,uma-m-1p1,fairchem,-28872.176463208129,-1061.032914758799,,36,0,3,cuda,1,0.10652976,0.10652976,0.10652976,0.00000000,completed,structures/reference/48-TS.xyz,
49-P1,uma-m-1p1,fairchem,-12986.955521098738,-477.261812525759,,19,0,3,cuda,1,0.09793477,0.09793477,0.09793477,0.00000000,completed,structures/reference/49-P1.xyz,
49-R1,uma-m-1p1,fairchem,-15965.812923828000,-586.732802933991,,21,0,3,cuda,1,0.09688621,0.09688621,0.09688621,0.00000000,completed,structures/reference/49-R1.xyz,
49-TS,uma-m-1p1,fairchem,-15965.606226570040,-586.725206949866,,21,0,3,cuda,1,0.30474854,0.30474854,0.30474854,0.00000000,completed,structures/reference/49-TS.xyz,
5-P1,uma-m-1p1,fairchem,-11975.766221629463,-440.101291178988,,19,0,3,cuda,1,0.09790349,0.09790349,0.09790349,0.00000000,completed,structures/reference/5-P1.xyz,
5-R1,uma-m-1p1,fairchem,-4648.544161983718,-170.830847056500,,7,0,1,cuda,1,0.09613776,0.09613776,0.09613776,0.00000000,completed,structures/reference/5-R1.xyz,
5-R2,uma-m-1p1,fairchem,-7326.040866234309,-269.227036065259,,12,0,3,cuda,1,0.09576199,0.09576199,0.09576199,0.00000000,completed,structures/reference/5-R2.xyz,
5-TS,uma-m-1p1,fairchem,-11974.824561525724,-440.066685808455,,19,0,3,cuda,1,0.09598674,0.09598674,0.09598674,0.00000000,completed,structures/reference/5-TS.xyz,
50-R1,uma-m-1p1,fairchem,-17551.818454508950,-645.017431153356,,22,0,3,cuda,1,0.09934157,0.09934157,0.09934157,0.00000000,completed,structures/reference/50-R1.xyz,
50-R2,uma-m-1p1,fairchem,-11319.170836612006,-415.971855835933,,14,0,1,cuda,1,0.09820278,0.09820278,0.09820278,0.00000000,completed,structures/reference/50-R2.xyz,
50-TS,uma-m-1p1,fairchem,-28871.036861786022,-1060.991035178986,,36,0,3,cuda,1,0.10138306,0.10138306,0.10138306,0.00000000,completed,structures/reference/50-TS.xyz,
6-P1,uma-m-1p1,fairchem,-11976.535421507113,-440.129558753109,,19,0,3,cuda,1,0.09740839,0.09740839,0.09740839,0.00000000,completed,structures/reference/6-P1.xyz,
6-TS,uma-m-1p1,fairchem,-11974.707690589881,-440.062390880781,,19,0,3,cuda,1,0.09999145,0.09999145,0.09999145,0.00000000,completed,structures/reference/6-TS.xyz,
7-P1,uma-m-1p1,fairchem,-16762.732453084151,-616.019055462697,,28,0,3,cuda,1,0.09509078,0.09509078,0.09509078,0.00000000,completed,structures/reference/7-P1.xyz,
7-R1,uma-m-1p1,fairchem,-16762.075006992145,-615.994894764449,,28,0,3,cuda,1,0.09513935,0.09513935,0.09513935,0.00000000,completed,structures/reference/7-R1.xyz,
7-TS,uma-m-1p1,fairchem,-16761.701291083558,-615.981160958122,,28,0,3,cuda,1,0.09578200,0.09578200,0.09578200,0.00000000,completed,structures/reference/7-TS.xyz,
