species,model,backend,energy_eV,energy_hartree,max_force_eV_per_A,n_atoms,charge,spin_multiplicity,device,repeats,mean_time_seconds,median_time_seconds,min_time_seconds,stdev_time_seconds,status,input_file,error
39-TS,orbmol_v1_direct,orb,-79518.616498405579,-2922.255256662261,,19,0,3,cuda,1,0.00759503,0.00759503,0.00759503,0.00000000,completed,structures/reference/39-TS.xyz,
4-P1,orbmol_v1_direct,orb,-22701.327579440549,-834.258401031943,,21,0,3,cuda,1,0.00904790,0.00904790,0.00904790,0.00000000,completed,structures/reference/4-P1.xyz,
4-TS,orbmol_v1_direct,orb,-22699.754344849847,-834.200585727111,,21,0,3,cuda,1,0.00860536,0.00860536,0.00860536,0.00000000,completed,structures/reference/4-TS.xyz,
40-P1,orbmol_v1_direct,orb,-12593.922817187267,-462.818127064147,,22,0,2,cuda,1,0.00870289,0.00870289,0.00870289,0.00000000,completed,structures/reference/40-P1.xyz,
40-R1,orbmol_v1_direct,orb,-25115.131449180073,-922.964057109843,,23,0,3,cuda,1,0.00869469,0.00869469,0.00869469,0.00000000,completed,structures/reference/40-R1.xyz,
40-TS,orbmol_v1_direct,orb,-25114.932473968598,-922.956744905692,,23,0,3,cuda,1,0.00840746,0.00840746,0.00840746,0.00000000,completed,structures/reference/40-TS.xyz,
41-P1,orbmol_v1_direct,orb,-22386.997839004034,-822.706996131251,,21,0,2,cuda,1,0.00837115,0.00837115,0.00837115,0.00000000,completed,structures/reference/41-P1.xyz,
41-R1,orbmol_v1_direct,orb,-34908.235514237662,-1282.853993496361,,22,0,3,cuda,1,0.00834994,0.00834994,0.00834994,0.00000000,completed,structures/reference/41-R1.xyz,
41-TS,orbmol_v1_direct,orb,-34908.191741487011,-1282.852384877445,,22,0,3,cuda,1,0.00842508,0.00842508,0.00842508,0.00000000,completed,structures/reference/41-TS.xyz,
42-P1,orbmol_v1_direct,orb,-13861.067341138609,-509.384829417952,,17,0,3,cuda,1,0.00794262,0.00794262,0.00794262,0.00000000,completed,structures/reference/42-P1.xyz,
42-R1,orbmol_v1_direct,orb,-11722.177977452055,-430.782095093753,,11,0,3,cuda,1,0.00755895,0.00755895,0.00755895,0.00000000,completed,structures/reference/42-R1.xyz,
42-TS,orbmol_v1_direct,orb,-13859.436888350174,-509.324911383138,,17,0,3,cuda,1,0.00758633,0.00758633,0.00758633,0.00000000,completed,structures/reference/42-TS.xyz,
43-P1,orbmol_v1_direct,orb,-8291.738890632987,-304.715783888280,,15,0,3,cuda,1,0.00765369,0.00765369,0.00765369,0.00000000,completed,structures/reference/43-P1.xyz,
43-R1,orbmol_v1_direct,orb,-8290.707830572559,-304.677893129937,,15,0,3,cuda,1,0.00755749,0.00755749,0.00755749,0.00000000,completed,structures/reference/43-R1.xyz,
43-TS,orbmol_v1_direct,orb,-8290.262634229846,-304.661532466107,,15,0,3,cuda,1,0.00754408,0.00754408,0.00754408,0.00000000,completed,structures/reference/43-TS.xyz,
44-P1,orbmol_v1_direct,orb,-2981.078096240759,-109.552599389540,,2,0,1,cuda,1,0.00740196,0.00740196,0.00740196,0.00000000,completed,structures/reference/44-P1.xyz,
44-P2,orbmol_v1_direct,orb,-5311.370083332062,-195.189250386505,,13,0,3,cuda,1,0.00751478,0.00751478,0.00751478,0.00000000,completed,structures/reference/44-P2.xyz,
44-TS,orbmol_v1_direct,orb,-8291.545532204211,-304.708678097085,,15,0,3,cuda,1,0.00754512,0.00754512,0.00754512,0.00000000,completed,structures/reference/44-TS.xyz,
45-P1,orbmol_v1_direct,orb,-11500.089130450040,-422.620480503657,,24,0,3,cuda,1,0.00761327,0.00761327,0.00761327,0.00000000,completed,structures/reference/45-P1.xyz,
45-R1,orbmol_v1_direct,orb,-11499.809821263887,-422.610216080388,,24,0,3,cuda,1,0.00767099,0.00767099,0.00767099,0.00000000,completed,structures/reference/45-R1.xyz,
45-TS,orbmol_v1_direct,orb,-11498.970215860754,-422.579361150928,,24,0,3,cuda,1,0.00756063,0.00756063,0.00756063,0.00000000,completed,structures/reference/45-TS.xyz,
46-P1,orbmol_v1_direct,orb,-8520.360174793535,-313.117461116108,,22,0,3,cuda,1,0.00757411,0.00757411,0.00757411,0.00000000,completed,structures/reference/46-P1.xyz,
46-TS,orbmol_v1_direct,orb,-11500.042366713285,-422.618761968028,,24,0,3,cuda,1,0.00764204,0.00764204,0.00764204,0.00000000,completed,structures/reference/46-TS.xyz,
47-P1,orbmol_v1_direct,orb,-8422.425388534495,-309.518424103670,,16,0,3,cuda,1,0.00881299,0.00881299,0.00881299,0.00000000,completed,structures/reference/47-P1.xyz,
47-R1,orbmol_v1_direct,orb,-11403.483031678945,-419.070271855784,,18,0,3,cuda,1,0.00767833,0.00767833,0.00767833,0.00000000,completed,structures/reference/47-R1.xyz,
47-TS,orbmol_v1_direct,orb,-11402.898284584284,-419.048782796412,,18,0,3,cuda,1,0.00763295,0.00763295,0.00763295,0.00000000,completed,structures/reference/47-TS.xyz,
48-P1,orbmol_v1_direct,orb,-25892.287254921161,-951.524006195703,,34,0,3,cuda,1,0.00778299,0.00778299,0.00778299,0.00000000,completed,structures/reference/48-P1.xyz,
48-R1,orbmol_v1_direct,orb,-28872.294270515442,-1061.037244097490,,36,0,3,cuda,1,0.00826352,0.00826352,0.00826352,0.00000000,completed,structures/reference/48-R1.xyz,
48-TS,orbmol_v1_direct,orb,-28872.075158797204,-1061.029191890364,,36,0,3,cuda,1,0.00766553,0.00766553,0.00766553,0.00000000,completed,structures/reference/48-TS.xyz,
49-P1,orbmol_v1_direct,orb,-12986.992688855156,-477.263178415614,,19,0,3,cuda,1,0.00760730,0.00760730,0.00760730,0.00000000,completed,structures/reference/49-P1.xyz,
49-R1,orbmol_v1_direct,orb,-15965.726559698582,-586.729629110775,,21,0,3,cuda,1,0.00763347,0.00763347,0.00763347,0.00000000,completed,structures/reference/49-R1.xyz,
49-TS,orbmol_v1_direct,orb,-15965.457080900669,-586.719725947611,,21,0,3,cuda,1,0.00761410,0.00761410,0.00761410,0.00000000,completed,structures/reference/49-TS.xyz,
5-P1,orbmol_v1_direct,orb,-11975.727254062891,-440.099859147329,,19,0,3,cuda,1,0.00754655,0.00754655,0.00754655,0.00000000,completed,structures/reference/5-P1.xyz,
5-R1,orbmol_v1_direct,orb,-4648.544070452452,-170.830843692788,,7,0,1,cuda,1,0.00758912,0.00758912,0.00758912,0.00000000,completed,structures/reference/5-R1.xyz,
5-R2,orbmol_v1_direct,orb,-7326.104889546143,-269.229388878573,,12,0,3,cuda,1,0.00751811,0.00751811,0.00751811,0.00000000,completed,structures/reference/5-R2.xyz,
5-TS,orbmol_v1_direct,orb,-11974.648976311088,-440.060233170833,,19,0,3,cuda,1,0.00755114,0.00755114,0.00755114,0.00000000,completed,structures/reference/5-TS.xyz,
50-R1,orbmol_v1_direct,orb,-17551.768208084628,-645.015584631321,,22,0,3,cuda,1,0.00752213,0.00752213,0.00752213,0.00000000,completed,structures/reference/50-R1.xyz,
50-R2,orbmol_v1_direct,orb,-11319.166954770684,-415.971713180896,,14,0,1,cuda,1,0.00759385,0.00759385,0.00759385,0.00000000,completed,structures/reference/50-R2.xyz,
50-TS,orbmol_v1_direct,orb,-28870.780896760523,-1060.981628637798,,36,0,3,cuda,1,0.00767513,0.00767513,0.00767513,0.00000000,completed,structures/reference/50-TS.xyz,
6-P1,orbmol_v1_direct,orb,-11976.515072584152,-440.128810943983,,19,0,3,cuda,1,0.00756775,0.00756775,0.00756775,0.00000000,completed,structures/reference/6-P1.xyz,
6-TS,orbmol_v1_direct,orb,-11974.577728763223,-440.057614871743,,19,0,3,cuda,1,0.00760250,0.00760250,0.00760250,0.00000000,completed,structures/reference/6-TS.xyz,
7-P1,orbmol_v1_direct,orb,-16762.735104315449,-616.019152893650,,28,0,3,cuda,1,0.00760326,0.00760326,0.00760326,0.00000000,completed,structures/reference/7-P1.xyz,
7-R1,orbmol_v1_direct,orb,-16762.093982138671,-615.995592088222,,28,0,3,cuda,1,0.00760093,0.00760093,0.00760093,0.00000000,completed,structures/reference/7-R1.xyz,
7-TS,orbmol_v1_direct,orb,-16761.640796352644,-615.978937817766,,28,0,3,cuda,1,0.00767972,0.00767972,0.00767972,0.00000000,completed,structures/reference/7-TS.xyz,
