species,model,backend,energy_eV,energy_hartree,max_force_eV_per_A,n_atoms,charge,spin_multiplicity,device,repeats,mean_time_seconds,median_time_seconds,min_time_seconds,stdev_time_seconds,status,input_file,error
12-R1,uma-s-1p1,fairchem,-17588.008561494215,-646.347393054529,,12,0,3,cuda,1,0.04336023,0.04336023,0.04336023,0.00000000,completed,structures/reference/12-R1.xyz,
12-R2,uma-s-1p1,fairchem,-4277.229445654045,-157.185282917539,,12,0,1,cuda,1,0.04421688,0.04421688,0.04421688,0.00000000,completed,structures/reference/12-R2.xyz,
12-TS,uma-s-1p1,fairchem,-21865.249261578108,-803.533089564736,,24,0,3,cuda,1,0.04336390,0.04336390,0.04336390,0.00000000,completed,structures/reference/12-TS.xyz,
13-P1,uma-s-1p1,fairchem,-12412.153391979222,-456.138223895493,,18,0,3,cuda,1,0.04294191,0.04294191,0.04294191,0.00000000,completed,structures/reference/13-P1.xyz,
13-R2,uma-s-1p1,fairchem,-7158.971766514363,-263.087359894054,,8,0,1,cuda,1,0.04699121,0.04699121,0.04699121,0.00000000,completed,structures/reference/13-R2.xyz,
13-TS,uma-s-1p1,fairchem,-12410.751500726883,-456.086705342206,,18,0,3,cuda,1,0.04545083,0.04545083,0.04545083,0.00000000,completed,structures/reference/13-TS.xyz,
14-P1,uma-s-1p1,fairchem,-10567.168808321854,-388.336291021552,,23,0,3,cuda,1,0.04800993,0.04800993,0.04800993,0.00000000,completed,structures/reference/14-P1.xyz,
14-R1,uma-s-1p1,fairchem,-5252.026712984461,-193.008421750612,,10,0,3,cuda,1,0.04314106,0.04314106,0.04314106,0.00000000,completed,structures/reference/14-R1.xyz,
14-R2,uma-s-1p1,fairchem,-5313.133047886976,-195.254038138918,,13,0,1,cuda,1,0.04463521,0.04463521,0.04463521,0.00000000,completed,structures/reference/14-R2.xyz,
14-TS,uma-s-1p1,fairchem,-10565.745277414644,-388.283977225616,,23,0,3,cuda,1,0.04375173,0.04375173,0.04375173,0.00000000,completed,structures/reference/14-TS.xyz,
15-P1,uma-s-1p1,fairchem,-10475.882422762368,-384.981578228375,,18,0,3,cuda,1,0.04334061,0.04334061,0.04334061,0.00000000,completed,structures/reference/15-P1.xyz,
15-R1,uma-s-1p1,fairchem,-8337.368001637422,-306.392622789170,,12,0,3,cuda,1,0.04359293,0.04359293,0.04359293,0.00000000,completed,structures/reference/15-R1.xyz,
15-R2,uma-s-1p1,fairchem,-2137.903859841906,-78.566517725907,,6,0,1,cuda,1,0.04510554,0.04510554,0.04510554,0.00000000,completed,structures/reference/15-R2.xyz,
15-TS,uma-s-1p1,fairchem,-10474.213652700178,-384.920252059723,,18,0,3,cuda,1,0.04458072,0.04458072,0.04458072,0.00000000,completed,structures/reference/15-TS.xyz,
16-P1,uma-s-1p1,fairchem,-12522.947450059613,-460.209830431038,,19,0,3,cuda,1,0.04425409,0.04425409,0.04425409,0.00000000,completed,structures/reference/16-P1.xyz,
16-R1,uma-s-1p1,fairchem,-10384.640634710320,-381.628504363368,,13,0,3,cuda,1,0.04308587,0.04308587,0.04308587,0.00000000,completed,structures/reference/16-R1.xyz,
16-TS,uma-s-1p1,fairchem,-12521.551751559495,-460.158539457197,,19,0,3,cuda,1,0.04855574,0.04855574,0.04855574,0.00000000,completed,structures/reference/16-TS.xyz,
17-P1,uma-s-1p1,fairchem,-17623.430347346424,-647.649119674849,,20,0,3,cuda,1,0.04463290,0.04463290,0.04463290,0.00000000,completed,structures/reference/17-P1.xyz,
17-R2,uma-s-1p1,fairchem,-9285.198276940044,-341.224742944106,,8,0,1,cuda,1,0.04264717,0.04264717,0.04264717,0.00000000,completed,structures/reference/17-R2.xyz,
17-TS,uma-s-1p1,fairchem,-17622.407542198980,-647.611532278963,,20,0,3,cuda,1,0.04409328,0.04409328,0.04409328,0.00000000,completed,structures/reference/17-TS.xyz,
18-P1,uma-s-1p1,fairchem,-15110.181802475208,-555.288939191881,,13,0,3,cuda,1,0.04313033,0.04313033,0.04313033,0.00000000,completed,structures/reference/18-P1.xyz,
18-R1,uma-s-1p1,fairchem,-10832.622070312500,-398.091518469025,,1,0,3,cuda,1,0.00117560,0.00117560,0.00117560,0.00000000,completed,structures/reference/18-R1.xyz,
18-TS,uma-s-1p1,fairchem,-15109.792851932127,-555.274645523063,,13,0,3,cuda,1,0.04342539,0.04342539,0.04342539,0.00000000,completed,structures/reference/18-TS.xyz,
19-P1,uma-s-1p1,fairchem,-15076.746903432040,-554.060229315033,,11,0,3,cuda,1,0.04389737,0.04389737,0.04389737,0.00000000,completed,structures/reference/19-P1.xyz,
19-R2,uma-s-1p1,fairchem,-4243.964986726176,-155.962836599400,,10,0,1,cuda,1,0.04289831,0.04289831,0.04289831,0.00000000,completed,structures/reference/19-R2.xyz,
19-TS,uma-s-1p1,fairchem,-15076.458919493256,-554.049646100485,,11,0,3,cuda,1,0.04317028,0.04317028,0.04317028,0.00000000,completed,structures/reference/19-TS.xyz,
2-P1,uma-s-1p1,fairchem,-16784.169443610313,-616.806850334019,,28,0,3,cuda,1,0.04425872,0.04425872,0.04425872,0.00000000,completed,structures/reference/2-P1.xyz,
2-TS,uma-s-1p1,fairchem,-16783.353283077053,-616.776856987636,,28,0,3,cuda,1,0.04776075,0.04776075,0.04776075,0.00000000,completed,structures/reference/2-TS.xyz,
20-P1,uma-s-1p1,fairchem,-21231.717779732775,-780.251237029982,,14,0,2,cuda,1,0.04390437,0.04390437,0.04390437,0.00000000,completed,structures/reference/20-P1.xyz,
20-P2,uma-s-1p1,fairchem,-6300.579027926979,-231.542008590464,,11,0,2,cuda,1,0.04291359,0.04291359,0.04291359,0.00000000,completed,structures/reference/20-P2.xyz,
20-R1,uma-s-1p1,fairchem,-27532.334950204622,-1011.794647333116,,25,0,3,cuda,1,0.04406236,0.04406236,0.04406236,0.00000000,completed,structures/reference/20-R1.xyz,
20-TS,uma-s-1p1,fairchem,-27531.835766327331,-1011.776302663984,,25,0,3,cuda,1,0.04477552,0.04477552,0.04477552,0.00000000,completed,structures/reference/20-TS.xyz,
21-P1,uma-s-1p1,fairchem,-24886.994430138689,-914.580176296898,,22,0,3,cuda,1,0.04372164,0.04372164,0.04372164,0.00000000,completed,structures/reference/21-P1.xyz,
21-R1,uma-s-1p1,fairchem,-24886.648786607508,-914.567474131413,,22,0,3,cuda,1,0.04286906,0.04286906,0.04286906,0.00000000,completed,structures/reference/21-R1.xyz,
21-TS,uma-s-1p1,fairchem,-24886.285039317398,-914.554106665058,,22,0,3,cuda,1,0.04295773,0.04295773,0.04295773,0.00000000,completed,structures/reference/21-TS.xyz,
22-P1,uma-s-1p1,fairchem,-16196.567973218162,-595.212894587690,,28,0,3,cuda,1,0.04469313,0.04469313,0.04469313,0.00000000,completed,structures/reference/22-P1.xyz,
22-R1,uma-s-1p1,fairchem,-16195.970159615203,-595.190925342994,,28,0,3,cuda,1,0.04389516,0.04389516,0.04389516,0.00000000,completed,structures/reference/22-R1.xyz,
22-TS,uma-s-1p1,fairchem,-16195.558188767425,-595.175785693581,,28,0,3,cuda,1,0.04304050,0.04304050,0.04304050,0.00000000,completed,structures/reference/22-TS.xyz,
23-P1,uma-s-1p1,fairchem,-8460.924136054666,-310.933226979648,,19,0,3,cuda,1,0.04405183,0.04405183,0.04405183,0.00000000,completed,structures/reference/23-P1.xyz,
23-R1,uma-s-1p1,fairchem,-8460.780993221502,-310.927966577555,,19,0,3,cuda,1,0.04459836,0.04459836,0.04459836,0.00000000,completed,structures/reference/23-R1.xyz,
23-TS,uma-s-1p1,fairchem,-8460.360979051442,-310.912531341501,,19,0,3,cuda,1,0.04363681,0.04363681,0.04363681,0.00000000,completed,structures/reference/23-TS.xyz,
24-P1,uma-s-1p1,fairchem,-12609.554412390558,-463.392577592393,,23,0,3,cuda,1,0.04429319,0.04429319,0.04429319,0.00000000,completed,structures/reference/24-P1.xyz,
24-R1,uma-s-1p1,fairchem,-12608.932991603431,-463.369740799680,,23,0,3,cuda,1,0.04322648,0.04322648,0.04322648,0.00000000,completed,structures/reference/24-R1.xyz,
24-TS,uma-s-1p1,fairchem,-12608.782308680258,-463.364203304390,,23,0,3,cuda,1,0.04422312,0.04422312,0.04422312,0.00000000,completed,structures/reference/24-TS.xyz,
25-P1,uma-s-1p1,fairchem,-10488.387677279714,-385.441137855522,,18,0,2,cuda,1,0.04288812,0.04288812,0.04288812,0.00000000,completed,structures/reference/25-P1.xyz,
25-R1,uma-s-1p1,fairchem,-10469.635001400104,-384.751989727967,,17,0,3,cuda,1,0.04573303,0.04573303,0.04573303,0.00000000,completed,structures/reference/25-R1.xyz,
25-R2,uma-s-1p1,fairchem,-1101.818332320721,-40.491076873497,,5,0,1,cuda,1,0.04358633,0.04358633,0.04358633,0.00000000,completed,structures/reference/25-R2.xyz,
25-TS,uma-s-1p1,fairchem,-11571.314848190339,-425.237977352087,,22,0,3,cuda,1,0.04321833,0.04321833,0.04321833,0.00000000,completed,structures/reference/25-TS.xyz,
26-P2,uma-s-1p1,fairchem,-3130.619816595068,-115.048156249542,,5,0,2,cuda,1,0.04279378,0.04279378,0.04279378,0.00000000,completed,structures/reference/26-P2.xyz,
26-R2,uma-s-1p1,fairchem,-3148.819628315742,-115.716986994001,,6,0,1,cuda,1,0.04307421,0.04307421,0.04307421,0.00000000,completed,structures/reference/26-R2.xyz,
26-TS,uma-s-1p1,fairchem,-13618.527388943246,-500.471650574257,,23,0,3,cuda,1,0.04430407,0.04430407,0.04430407,0.00000000,completed,structures/reference/26-TS.xyz,
27-P1,uma-s-1p1,fairchem,-2061.045525996132,-75.742026053524,,2,0,2,cuda,1,0.04353813,0.04353813,0.04353813,0.00000000,completed,structures/reference/27-P1.xyz,
27-P2,uma-s-1p1,fairchem,-14945.276712817018,-549.228788923627,,4,0,2,cuda,1,0.04260912,0.04260912,0.04260912,0.00000000,completed,structures/reference/27-P2.xyz,
27-R1,uma-s-1p1,fairchem,-14927.731759789578,-548.584023792264,,3,0,3,cuda,1,0.04428617,0.04428617,0.04428617,0.00000000,completed,structures/reference/27-R1.xyz,
27-R2,uma-s-1p1,fairchem,-2079.864153933612,-76.433597874502,,3,0,1,cuda,1,0.04187034,0.04187034,0.04187034,0.00000000,completed,structures/reference/27-R2.xyz,
27-TS,uma-s-1p1,fairchem,-17006.273323903493,-624.969017387377,,6,0,3,cuda,1,0.04373187,0.04373187,0.04373187,0.00000000,completed,structures/reference/27-TS.xyz,
28-TS,uma-s-1p1,fairchem,-16028.287459902003,-589.028699787949,,8,0,3,cuda,1,0.04329465,0.04329465,0.04329465,0.00000000,completed,structures/reference/28-TS.xyz,
29-P1,uma-s-1p1,fairchem,-4292.462742284910,-157.745096243224,,13,0,2,cuda,1,0.04370771,0.04370771,0.04370771,0.00000000,completed,structures/reference/29-P1.xyz,
29-R1,uma-s-1p1,fairchem,-4310.367693158810,-158.403091051428,,14,0,1,cuda,1,0.04330811,0.04330811,0.04330811,0.00000000,completed,structures/reference/29-R1.xyz,
29-TS,uma-s-1p1,fairchem,-19236.930575276441,-706.944159381542,,17,0,3,cuda,1,0.04343993,0.04343993,0.04343993,0.00000000,completed,structures/reference/29-TS.xyz,
3-P1,uma-s-1p1,fairchem,-22701.122134618843,-834.250851074001,,21,0,3,cuda,1,0.04356773,0.04356773,0.04356773,0.00000000,completed,structures/reference/3-P1.xyz,
3-R1,uma-s-1p1,fairchem,-22700.400069208874,-834.224315659618,,21,0,3,cuda,1,0.04455346,0.04455346,0.04455346,0.00000000,completed,structures/reference/3-R1.xyz,
3-TS,uma-s-1p1,fairchem,-22699.977406286580,-834.208783083715,,21,0,3,cuda,1,0.04382509,0.04382509,0.04382509,0.00000000,completed,structures/reference/3-TS.xyz,
30-P1,uma-s-1p1,fairchem,-3190.023012801361,-117.231183445191,,8,0,2,cuda,1,0.04315661,0.04315661,0.04315661,0.00000000,completed,structures/reference/30-P1.xyz,
30-R1,uma-s-1p1,fairchem,-3207.553809188445,-117.875428329616,,9,0,1,cuda,1,0.04307452,0.04307452,0.04307452,0.00000000,completed,structures/reference/30-R1.xyz,
30-TS,uma-s-1p1,fairchem,-18134.083158224232,-666.415264341701,,12,0,3,cuda,1,0.04331815,0.04331815,0.04331815,0.00000000,completed,structures/reference/30-TS.xyz,
31-P1,uma-s-1p1,fairchem,-20521.152296076063,-754.138437144181,,26,0,3,cuda,1,0.04354224,0.04354224,0.04354224,0.00000000,completed,structures/reference/31-P1.xyz,
31-R1,uma-s-1p1,fairchem,-20520.518552909849,-754.115147512390,,26,0,3,cuda,1,0.04422833,0.04422833,0.04422833,0.00000000,completed,structures/reference/31-R1.xyz,
31-TS,uma-s-1p1,fairchem,-20520.271423165566,-754.106065661798,,26,0,3,cuda,1,0.04367528,0.04367528,0.04367528,0.00000000,completed,structures/reference/31-TS.xyz,
32-P1,uma-s-1p1,fairchem,-15303.075789125291,-562.377662453031,,19,0,3,cuda,1,0.04321088,0.04321088,0.04321088,0.00000000,completed,structures/reference/32-P1.xyz,
32-R1,uma-s-1p1,fairchem,-15302.679715098086,-562.363107001000,,19,0,3,cuda,1,0.04360823,0.04360823,0.04360823,0.00000000,completed,structures/reference/32-R1.xyz,
32-TS,uma-s-1p1,fairchem,-15302.321772804164,-562.349952864320,,19,0,3,cuda,1,0.04420852,0.04420852,0.04420852,0.00000000,completed,structures/reference/32-TS.xyz,
33-P1,uma-s-1p1,fairchem,-18478.445786398319,-679.070357509726,,26,0,3,cuda,1,0.04336601,0.04336601,0.04336601,0.00000000,completed,structures/reference/33-P1.xyz,
33-R1,uma-s-1p1,fairchem,-18478.110845684318,-679.058048665518,,26,0,3,cuda,1,0.04373326,0.04373326,0.04373326,0.00000000,completed,structures/reference/33-R1.xyz,
33-TS,uma-s-1p1,fairchem,-18477.670602771792,-679.041870036890,,26,0,3,cuda,1,0.04384146,0.04384146,0.04384146,0.00000000,completed,structures/reference/33-TS.xyz,
34-P1,uma-s-1p1,fairchem,-31018.120079720600,-1139.894888092806,,28,0,3,cuda,1,0.04380769,0.04380769,0.04380769,0.00000000,completed,structures/reference/34-P1.xyz,
34-R1,uma-s-1p1,fairchem,-31017.735782312211,-1139.880765423533,,28,0,3,cuda,1,0.04277217,0.04277217,0.04277217,0.00000000,completed,structures/reference/34-R1.xyz,
34-TS,uma-s-1p1,fairchem,-31017.371478853151,-1139.867377518347,,28,0,3,cuda,1,0.04428305,0.04428305,0.04428305,0.00000000,completed,structures/reference/34-TS.xyz,
35-P1,uma-s-1p1,fairchem,-88538.158198889869,-3253.717300490113,,28,0,3,cuda,1,0.04304382,0.04304382,0.04304382,0.00000000,completed,structures/reference/35-P1.xyz,
35-R1,uma-s-1p1,fairchem,-88537.767492187748,-3253.702942283641,,28,0,3,cuda,1,0.04420369,0.04420369,0.04420369,0.00000000,completed,structures/reference/35-R1.xyz,
35-TS,uma-s-1p1,fairchem,-88537.376577404691,-3253.688576430335,,28,0,3,cuda,1,0.04398110,0.04398110,0.04398110,0.00000000,completed,structures/reference/35-TS.xyz,
36-P1,uma-s-1p1,fairchem,-29249.715660418595,-1074.907224351024,,23,0,3,cuda,1,0.04677358,0.04677358,0.04677358,0.00000000,completed,structures/reference/36-P1.xyz,
36-R1,uma-s-1p1,fairchem,-29248.942214525825,-1074.878800738725,,23,0,3,cuda,1,0.04412160,0.04412160,0.04412160,0.00000000,completed,structures/reference/36-R1.xyz,
36-TS,uma-s-1p1,fairchem,-29248.783123992253,-1074.872954269452,,23,0,3,cuda,1,0.04398105,0.04398105,0.04398105,0.00000000,completed,structures/reference/36-TS.xyz,
37-P1,uma-s-1p1,fairchem,-20461.333402436641,-751.940133349635,,23,0,3,cuda,1,0.04438903,0.04438903,0.04438903,0.00000000,completed,structures/reference/37-P1.xyz,
37-R1,uma-s-1p1,fairchem,-20460.738833817839,-751.918283355907,,23,0,3,cuda,1,0.04316873,0.04316873,0.04316873,0.00000000,completed,structures/reference/37-R1.xyz,
37-TS,uma-s-1p1,fairchem,-20460.434981376897,-751.907116984661,,23,0,3,cuda,1,0.04313485,0.04313485,0.04313485,0.00000000,completed,structures/reference/37-TS.xyz,
38-P1,uma-s-1p1,fairchem,-9477.488023143338,-348.291260778406,,18,0,2,cuda,1,0.04263147,0.04263147,0.04263147,0.00000000,completed,structures/reference/38-P1.xyz,
38-P2,uma-s-1p1,fairchem,-12520.669921875000,-460.126132814017,,1,0,2,cuda,1,0.00116957,0.00116957,0.00116957,0.00000000,completed,structures/reference/38-P2.xyz,
38-R1,uma-s-1p1,fairchem,-21998.625710865996,-808.434583670262,,19,0,3,cuda,1,0.04535856,0.04535856,0.04535856,0.00000000,completed,structures/reference/38-R1.xyz,
38-TS,uma-s-1p1,fairchem,-21998.390057810277,-808.425923580195,,19,0,3,cuda,1,0.04425694,0.04425694,0.04425694,0.00000000,completed,structures/reference/38-TS.xyz,
39-P2,uma-s-1p1,fairchem,-70041.250000000000,-2573.968461835595,,1,0,2,cuda,1,0.00090975,0.00090975,0.00090975,0.00000000,completed,structures/reference/39-P2.xyz,
39-R1,uma-s-1p1,fairchem,-79518.702825164626,-2922.258429112142,,19,0,3,cuda,1,0.04486471,0.04486471,0.04486471,0.00000000,completed,structures/reference/39-R1.xyz,
39-TS,uma-s-1p1,fairchem,-79518.665432906608,-2922.257054972005,,19,0,3,cuda,1,0.04442974,0.04442974,0.04442974,0.00000000,completed,structures/reference/39-TS.xyz,
4-P1,uma-s-1p1,fairchem,-22701.290695580607,-834.257045575091,,21,0,3,cuda,1,0.04534644,0.04534644,0.04534644,0.00000000,completed,structures/reference/4-P1.xyz,
4-TS,uma-s-1p1,fairchem,-22699.800005044905,-834.202263708330,,21,0,3,cuda,1,0.04378690,0.04378690,0.04378690,0.00000000,completed,structures/reference/4-TS.xyz,
40-P1,uma-s-1p1,fairchem,-12593.930979027928,-462.818427006259,,22,0,2,cuda,1,0.04634349,0.04634349,0.04634349,0.00000000,completed,structures/reference/40-P1.xyz,
40-R1,uma-s-1p1,fairchem,-25115.158355287487,-922.965045891053,,23,0,3,cuda,1,0.04373686,0.04373686,0.04373686,0.00000000,completed,structures/reference/40-R1.xyz,
40-TS,uma-s-1p1,fairchem,-25114.949475370151,-922.957369695675,,23,0,3,cuda,1,0.04565925,0.04565925,0.04565925,0.00000000,completed,structures/reference/40-TS.xyz,
41-P1,uma-s-1p1,fairchem,-22386.998770566861,-822.707030365554,,21,0,2,cuda,1,0.04363827,0.04363827,0.04363827,0.00000000,completed,structures/reference/41-P1.xyz,
41-R1,uma-s-1p1,fairchem,-34908.315123443092,-1282.856919080700,,22,0,3,cuda,1,0.04589382,0.04589382,0.04589382,0.00000000,completed,structures/reference/41-R1.xyz,
41-TS,uma-s-1p1,fairchem,-34908.120454148411,-1282.849765116072,,22,0,3,cuda,1,0.04285247,0.04285247,0.04285247,0.00000000,completed,structures/reference/41-TS.xyz,
42-P1,uma-s-1p1,fairchem,-13861.050359595261,-509.384205357745,,17,0,3,cuda,1,0.04531278,0.04531278,0.04531278,0.00000000,completed,structures/reference/42-P1.xyz,
42-R1,uma-s-1p1,fairchem,-11722.255079548995,-430.784928543554,,11,0,3,cuda,1,0.04402234,0.04402234,0.04402234,0.00000000,completed,structures/reference/42-R1.xyz,
42-TS,uma-s-1p1,fairchem,-13859.589247269992,-509.330510470169,,17,0,3,cuda,1,0.04237029,0.04237029,0.04237029,0.00000000,completed,structures/reference/42-TS.xyz,
43-P1,uma-s-1p1,fairchem,-8291.776517563983,-304.717166652489,,15,0,3,cuda,1,0.04384359,0.04384359,0.04384359,0.00000000,completed,structures/reference/43-P1.xyz,
43-R1,uma-s-1p1,fairchem,-8290.893808836348,-304.684727705070,,15,0,3,cuda,1,0.04505585,0.04505585,0.04505585,0.00000000,completed,structures/reference/43-R1.xyz,
43-TS,uma-s-1p1,fairchem,-8290.518484807591,-304.670934801417,,15,0,3,cuda,1,0.04279838,0.04279838,0.04279838,0.00000000,completed,structures/reference/43-TS.xyz,
44-P1,uma-s-1p1,fairchem,-2981.077709408190,-109.552585173705,,2,0,1,cuda,1,0.04206539,0.04206539,0.04206539,0.00000000,completed,structures/reference/44-P1.xyz,
44-P2,uma-s-1p1,fairchem,-5311.375388258597,-195.189445338960,,13,0,3,cuda,1,0.04582090,0.04582090,0.04582090,0.00000000,completed,structures/reference/44-P2.xyz,
44-TS,uma-s-1p1,fairchem,-8291.618868141790,-304.711373143082,,15,0,3,cuda,1,0.04477086,0.04477086,0.04477086,0.00000000,completed,structures/reference/44-TS.xyz,
45-P1,uma-s-1p1,fairchem,-11500.184759839734,-422.623994818908,,24,0,3,cuda,1,0.04404276,0.04404276,0.04404276,0.00000000,completed,structures/reference/45-P1.xyz,
45-R1,uma-s-1p1,fairchem,-11499.790772935698,-422.609516067238,,24,0,3,cuda,1,0.04369139,0.04369139,0.04369139,0.00000000,completed,structures/reference/45-R1.xyz,
45-TS,uma-s-1p1,fairchem,-11499.145903466935,-422.585817551370,,24,0,3,cuda,1,0.04393672,0.04393672,0.04393672,0.00000000,completed,structures/reference/45-TS.xyz,
46-P1,uma-s-1p1,fairchem,-8520.366809651581,-313.117704942644,,22,0,3,cuda,1,0.04562327,0.04562327,0.04562327,0.00000000,completed,structures/reference/46-P1.xyz,
46-TS,uma-s-1p1,fairchem,-11500.111798134631,-422.621313525701,,24,0,3,cuda,1,0.04405328,0.04405328,0.04405328,0.00000000,completed,structures/reference/46-TS.xyz,
47-P1,uma-s-1p1,fairchem,-8422.444114306219,-309.519112263088,,16,0,3,cuda,1,0.04436467,0.04436467,0.04436467,0.00000000,completed,structures/reference/47-P1.xyz,
47-R1,uma-s-1p1,fairchem,-11403.500357809327,-419.070908579332,,18,0,3,cuda,1,0.04784053,0.04784053,0.04784053,0.00000000,completed,structures/reference/47-R1.xyz,
47-TS,uma-s-1p1,fairchem,-11402.881786587604,-419.048176506216,,18,0,3,cuda,1,0.04379254,0.04379254,0.04379254,0.00000000,completed,structures/reference/47-TS.xyz,
48-P1,uma-s-1p1,fairchem,-25892.389191179660,-951.527752284108,,34,0,3,cuda,1,0.04294837,0.04294837,0.04294837,0.00000000,completed,structures/reference/48-P1.xyz,
48-R1,uma-s-1p1,fairchem,-28872.304627398324,-1061.037624705916,,36,0,3,cuda,1,0.04398243,0.04398243,0.04398243,0.00000000,completed,structures/reference/48-R1.xyz,
48-TS,uma-s-1p1,fairchem,-28872.104816991869,-1061.030281808915,,36,0,3,cuda,1,0.04591079,0.04591079,0.04591079,0.00000000,completed,structures/reference/48-TS.xyz,
49-P1,uma-s-1p1,fairchem,-12986.965760388784,-477.262188812728,,19,0,3,cuda,1,0.04332136,0.04332136,0.04332136,0.00000000,completed,structures/reference/49-P1.xyz,
49-R1,uma-s-1p1,fairchem,-15965.820329500964,-586.733075087453,,21,0,3,cuda,1,0.04321265,0.04321265,0.04321265,0.00000000,completed,structures/reference/49-R1.xyz,
49-TS,uma-s-1p1,fairchem,-15965.548329445166,-586.723079269771,,21,0,3,cuda,1,0.04387435,0.04387435,0.04387435,0.00000000,completed,structures/reference/49-TS.xyz,
5-P1,uma-s-1p1,fairchem,-11975.744757661927,-440.100502392729,,19,0,3,cuda,1,0.04462260,0.04462260,0.04462260,0.00000000,completed,structures/reference/5-P1.xyz,
5-R1,uma-s-1p1,fairchem,-4648.544777893279,-170.830869690759,,7,0,1,cuda,1,0.04276066,0.04276066,0.04276066,0.00000000,completed,structures/reference/5-R1.xyz,
5-R2,uma-s-1p1,fairchem,-7326.062443335015,-269.227829009085,,12,0,3,cuda,1,0.04297139,0.04297139,0.04297139,0.00000000,completed,structures/reference/5-R2.xyz,
5-TS,uma-s-1p1,fairchem,-11974.735402601975,-440.063409278442,,19,0,3,cuda,1,0.04898539,0.04898539,0.04898539,0.00000000,completed,structures/reference/5-TS.xyz,
50-R1,uma-s-1p1,fairchem,-17551.840547363114,-645.018243050772,,22,0,3,cuda,1,0.04332045,0.04332045,0.04332045,0.00000000,completed,structures/reference/50-R1.xyz,
50-R2,uma-s-1p1,fairchem,-11319.170722521989,-415.971851643202,,14,0,1,cuda,1,0.04244960,0.04244960,0.04244960,0.00000000,completed,structures/reference/50-R2.xyz,
50-TS,uma-s-1p1,fairchem,-28870.901412125033,-1060.986057495755,,36,0,3,cuda,1,0.04303131,0.04303131,0.04303131,0.00000000,completed,structures/reference/50-TS.xyz,
6-P1,uma-s-1p1,fairchem,-11976.563592273375,-440.130594009674,,19,0,3,cuda,1,0.04608600,0.04608600,0.04608600,0.00000000,completed,structures/reference/6-P1.xyz,
6-TS,uma-s-1p1,fairchem,-11974.662377554170,-440.060725657433,,19,0,3,cuda,1,0.04377219,0.04377219,0.04377219,0.00000000,completed,structures/reference/6-TS.xyz,
7-P1,uma-s-1p1,fairchem,-16762.727242359146,-616.018863972085,,28,0,3,cuda,1,0.04333658,0.04333658,0.04333658,0.00000000,completed,structures/reference/7-P1.xyz,
7-R1,uma-s-1p1,fairchem,-16762.035305005687,-615.993435743357,,28,0,3,cuda,1,0.04469852,0.04469852,0.04469852,0.00000000,completed,structures/reference/7-R1.xyz,
7-TS,uma-s-1p1,fairchem,-16761.683721669000,-615.980515294046,,28,0,3,cuda,1,0.04521009,0.04521009,0.04521009,0.00000000,completed,structures/reference/7-TS.xyz,
