species,model,backend,energy_eV,energy_hartree,max_force_eV_per_A,n_atoms,charge,spin_multiplicity,device,repeats,mean_time_seconds,median_time_seconds,min_time_seconds,stdev_time_seconds,status,input_file,error
18-P1,orbmol_v2,orb,-15110.200361132622,-555.289621209961,,13,0,3,cuda,1,0.01589920,0.01589920,0.01589920,0.00000000,completed,structures/reference/18-P1.xyz,
18-R1,orbmol_v2,orb,-10832.501834869385,-398.087099897989,,1,0,3,cuda,1,3.78011215,3.78011215,3.78011215,0.00000000,completed,structures/reference/18-R1.xyz,
18-TS,orbmol_v2,orb,-15109.853993415833,-555.276892431146,,13,0,3,cuda,1,0.01566122,0.01566122,0.01566122,0.00000000,completed,structures/reference/18-TS.xyz,
19-P1,orbmol_v2,orb,-15076.764638185501,-554.060881055201,,11,0,3,cuda,1,0.01496119,0.01496119,0.01496119,0.00000000,completed,structures/reference/19-P1.xyz,
19-R2,orbmol_v2,orb,-4243.966952055693,-155.962908823927,,10,0,1,cuda,1,0.01328055,0.01328055,0.01328055,0.00000000,completed,structures/reference/19-R2.xyz,
19-TS,orbmol_v2,orb,-15076.532796144485,-554.052361017342,,11,0,3,cuda,1,0.01379351,0.01379351,0.01379351,0.00000000,completed,structures/reference/19-TS.xyz,
2-P1,orbmol_v2,orb,-16784.175768375397,-616.807082764849,,28,0,3,cuda,1,0.01386084,0.01386084,0.01386084,0.00000000,completed,structures/reference/2-P1.xyz,
2-TS,orbmol_v2,orb,-16783.420177221298,-616.779315302094,,28,0,3,cuda,1,0.01321455,0.01321455,0.01321455,0.00000000,completed,structures/reference/2-TS.xyz,
20-P1,orbmol_v2,orb,-21231.741745471954,-780.252117754652,,14,0,2,cuda,1,0.01435853,0.01435853,0.01435853,0.00000000,completed,structures/reference/20-P1.xyz,
20-P2,orbmol_v2,orb,-6300.601041436195,-231.542817572006,,11,0,2,cuda,1,0.01260165,0.01260165,0.01260165,0.00000000,completed,structures/reference/20-P2.xyz,
20-R1,orbmol_v2,orb,-27532.233483552933,-1011.790918502443,,25,0,3,cuda,1,0.01483469,0.01483469,0.01483469,0.00000000,completed,structures/reference/20-R1.xyz,
20-TS,orbmol_v2,orb,-27531.750776767731,-1011.773179355277,,25,0,3,cuda,1,0.01340891,0.01340891,0.01340891,0.00000000,completed,structures/reference/20-TS.xyz,
21-P1,orbmol_v2,orb,-24887.024614691734,-914.581285558763,,22,0,3,cuda,1,0.01419201,0.01419201,0.01419201,0.00000000,completed,structures/reference/21-P1.xyz,
21-R1,orbmol_v2,orb,-24886.690468430519,-914.569005910155,,22,0,3,cuda,1,0.01283564,0.01283564,0.01283564,0.00000000,completed,structures/reference/21-R1.xyz,
21-TS,orbmol_v2,orb,-24886.375750899315,-914.557440254207,,22,0,3,cuda,1,0.01313651,0.01313651,0.01313651,0.00000000,completed,structures/reference/21-TS.xyz,
22-P1,orbmol_v2,orb,-16196.594167470932,-595.213857208724,,28,0,3,cuda,1,0.01386729,0.01386729,0.01386729,0.00000000,completed,structures/reference/22-P1.xyz,
22-R1,orbmol_v2,orb,-16195.923804283142,-595.189221815961,,28,0,3,cuda,1,0.01399324,0.01399324,0.01399324,0.00000000,completed,structures/reference/22-R1.xyz,
22-TS,orbmol_v2,orb,-16195.560975909233,-595.175888119154,,28,0,3,cuda,1,0.01434826,0.01434826,0.01434826,0.00000000,completed,structures/reference/22-TS.xyz,
23-P1,orbmol_v2,orb,-8460.918565750122,-310.933022274732,,19,0,3,cuda,1,0.01416537,0.01416537,0.01416537,0.00000000,completed,structures/reference/23-P1.xyz,
23-R1,orbmol_v2,orb,-8460.749215602875,-310.926798771610,,19,0,3,cuda,1,0.01332319,0.01332319,0.01332319,0.00000000,completed,structures/reference/23-R1.xyz,
23-TS,orbmol_v2,orb,-8460.407341122627,-310.914235116192,,19,0,3,cuda,1,0.01390885,0.01390885,0.01390885,0.00000000,completed,structures/reference/23-TS.xyz,
24-P1,orbmol_v2,orb,-12609.549024581909,-463.392379594077,,23,0,3,cuda,1,0.01309938,0.01309938,0.01309938,0.00000000,completed,structures/reference/24-P1.xyz,
24-R1,orbmol_v2,orb,-12609.034854531288,-463.373484193233,,23,0,3,cuda,1,0.01393890,0.01393890,0.01393890,0.00000000,completed,structures/reference/24-R1.xyz,
24-TS,orbmol_v2,orb,-12608.927971839905,-463.369556326773,,23,0,3,cuda,1,0.01316512,0.01316512,0.01316512,0.00000000,completed,structures/reference/24-TS.xyz,
25-P1,orbmol_v2,orb,-10488.392947554588,-385.441331534551,,18,0,2,cuda,1,0.01348404,0.01348404,0.01348404,0.00000000,completed,structures/reference/25-P1.xyz,
25-R1,orbmol_v2,orb,-10470.741736412048,-384.792661489484,,17,0,3,cuda,1,0.01438952,0.01438952,0.01438952,0.00000000,completed,structures/reference/25-R1.xyz,
25-R2,orbmol_v2,orb,-1101.818742990494,-40.491091965333,,5,0,1,cuda,1,0.01402779,0.01402779,0.01402779,0.00000000,completed,structures/reference/25-R2.xyz,
25-TS,orbmol_v2,orb,-11571.350615501404,-425.239291776525,,22,0,3,cuda,1,0.01365063,0.01365063,0.01365063,0.00000000,completed,structures/reference/25-TS.xyz,
26-P2,orbmol_v2,orb,-3130.614459514618,-115.047959380467,,5,0,2,cuda,1,0.01405345,0.01405345,0.01405345,0.00000000,completed,structures/reference/26-P2.xyz,
26-R2,orbmol_v2,orb,-3148.821697592735,-115.717063038528,,6,0,1,cuda,1,0.01360773,0.01360773,0.01360773,0.00000000,completed,structures/reference/26-R2.xyz,
26-TS,orbmol_v2,orb,-13618.463865756989,-500.469316140220,,23,0,3,cuda,1,0.01289359,0.01289359,0.01289359,0.00000000,completed,structures/reference/26-TS.xyz,
27-P1,orbmol_v2,orb,-2061.057098150253,-75.742451322344,,2,0,2,cuda,1,0.01370207,0.01370207,0.01370207,0.00000000,completed,structures/reference/27-P1.xyz,
27-P2,orbmol_v2,orb,-14945.273890256882,-549.228685196455,,4,0,2,cuda,1,0.01564423,0.01564423,0.01564423,0.00000000,completed,structures/reference/27-P2.xyz,
27-R1,orbmol_v2,orb,-14927.346764326096,-548.569875469941,,3,0,3,cuda,1,0.01506677,0.01506677,0.01506677,0.00000000,completed,structures/reference/27-R1.xyz,
27-R2,orbmol_v2,orb,-2079.863840103149,-76.433586341446,,3,0,1,cuda,1,0.01359471,0.01359471,0.01359471,0.00000000,completed,structures/reference/27-R2.xyz,
27-TS,orbmol_v2,orb,-17006.169088840485,-624.965186819464,,6,0,3,cuda,1,0.01317730,0.01317730,0.01317730,0.00000000,completed,structures/reference/27-TS.xyz,
28-TS,orbmol_v2,orb,-16028.230237960815,-589.026596920397,,8,0,3,cuda,1,0.01389173,0.01389173,0.01389173,0.00000000,completed,structures/reference/28-TS.xyz,
29-P1,orbmol_v2,orb,-4292.474154107273,-157.745515619960,,13,0,2,cuda,1,0.01420611,0.01420611,0.01420611,0.00000000,completed,structures/reference/29-P1.xyz,
29-R1,orbmol_v2,orb,-4310.369252204895,-158.403148345315,,14,0,1,cuda,1,0.01364466,0.01364466,0.01364466,0.00000000,completed,structures/reference/29-R1.xyz,
29-TS,orbmol_v2,orb,-19236.913173556328,-706.943519880123,,17,0,3,cuda,1,0.01329922,0.01329922,0.01329922,0.00000000,completed,structures/reference/29-TS.xyz,
3-P1,orbmol_v2,orb,-22701.128597259521,-834.251088571665,,21,0,3,cuda,1,0.01365438,0.01365438,0.01365438,0.00000000,completed,structures/reference/3-P1.xyz,
3-R1,orbmol_v2,orb,-22700.633926868439,-834.232909770092,,21,0,3,cuda,1,0.01356952,0.01356952,0.01356952,0.00000000,completed,structures/reference/3-R1.xyz,
3-TS,orbmol_v2,orb,-22700.012235164642,-834.210063021376,,21,0,3,cuda,1,0.01377865,0.01377865,0.01377865,0.00000000,completed,structures/reference/3-TS.xyz,
30-P1,orbmol_v2,orb,-3190.044045686722,-117.231956389471,,8,0,2,cuda,1,0.01423963,0.01423963,0.01423963,0.00000000,completed,structures/reference/30-P1.xyz,
30-R1,orbmol_v2,orb,-3207.553881704807,-117.875430994543,,9,0,1,cuda,1,0.01335462,0.01335462,0.01335462,0.00000000,completed,structures/reference/30-R1.xyz,
30-TS,orbmol_v2,orb,-18134.036589384079,-666.413552968391,,12,0,3,cuda,1,0.01329495,0.01329495,0.01329495,0.00000000,completed,structures/reference/30-TS.xyz,
31-P1,orbmol_v2,orb,-20521.186578273773,-754.139696991710,,26,0,3,cuda,1,0.01425336,0.01425336,0.01425336,0.00000000,completed,structures/reference/31-P1.xyz,
31-R1,orbmol_v2,orb,-20520.569463491440,-754.117018441755,,26,0,3,cuda,1,0.01447311,0.01447311,0.01447311,0.00000000,completed,structures/reference/31-R1.xyz,
31-TS,orbmol_v2,orb,-20520.234601020813,-754.104712472937,,26,0,3,cuda,1,0.01294152,0.01294152,0.01294152,0.00000000,completed,structures/reference/31-TS.xyz,
32-P1,orbmol_v2,orb,-15303.118601322174,-562.379235772247,,19,0,3,cuda,1,0.01378706,0.01378706,0.01378706,0.00000000,completed,structures/reference/32-P1.xyz,
32-R1,orbmol_v2,orb,-15302.683562517166,-562.363248391043,,19,0,3,cuda,1,0.01290150,0.01290150,0.01290150,0.00000000,completed,structures/reference/32-R1.xyz,
32-TS,orbmol_v2,orb,-15302.332208633423,-562.350336373972,,19,0,3,cuda,1,0.01271658,0.01271658,0.01271658,0.00000000,completed,structures/reference/32-TS.xyz,
33-P1,orbmol_v2,orb,-18478.463468551636,-679.071007316875,,26,0,3,cuda,1,0.01497409,0.01497409,0.01497409,0.00000000,completed,structures/reference/33-P1.xyz,
33-R1,orbmol_v2,orb,-18478.066755294800,-679.056428373588,,26,0,3,cuda,1,0.01429931,0.01429931,0.01429931,0.00000000,completed,structures/reference/33-R1.xyz,
33-TS,orbmol_v2,orb,-18477.644786357880,-679.040921301177,,26,0,3,cuda,1,0.01356744,0.01356744,0.01356744,0.00000000,completed,structures/reference/33-TS.xyz,
34-P1,orbmol_v2,orb,-31018.142565846443,-1139.895714442689,,28,0,3,cuda,1,0.01387378,0.01387378,0.01387378,0.00000000,completed,structures/reference/34-P1.xyz,
34-R1,orbmol_v2,orb,-31017.729402899742,-1139.880530984449,,28,0,3,cuda,1,0.01349345,0.01349345,0.01349345,0.00000000,completed,structures/reference/34-R1.xyz,
34-TS,orbmol_v2,orb,-31017.352317810059,-1139.866673363001,,28,0,3,cuda,1,0.01409132,0.01409132,0.01409132,0.00000000,completed,structures/reference/34-TS.xyz,
35-P1,orbmol_v2,orb,-88538.135192751884,-3253.716455030136,,28,0,3,cuda,1,0.01386284,0.01386284,0.01386284,0.00000000,completed,structures/reference/35-P1.xyz,
35-R1,orbmol_v2,orb,-88537.735219001770,-3253.701756265932,,28,0,3,cuda,1,0.01349654,0.01349654,0.01349654,0.00000000,completed,structures/reference/35-R1.xyz,
35-TS,orbmol_v2,orb,-88537.317125320435,-3253.686391606537,,28,0,3,cuda,1,0.01374456,0.01374456,0.01374456,0.00000000,completed,structures/reference/35-TS.xyz,
36-P1,orbmol_v2,orb,-29249.726447582245,-1074.907620771977,,23,0,3,cuda,1,0.01383489,0.01383489,0.01383489,0.00000000,completed,structures/reference/36-P1.xyz,
36-R1,orbmol_v2,orb,-29249.057292938232,-1074.883029792378,,23,0,3,cuda,1,0.01274623,0.01274623,0.01274623,0.00000000,completed,structures/reference/36-R1.xyz,
36-TS,orbmol_v2,orb,-29248.752182006836,-1074.871817172461,,23,0,3,cuda,1,0.01332585,0.01332585,0.01332585,0.00000000,completed,structures/reference/36-TS.xyz,
37-P1,orbmol_v2,orb,-20461.352368354797,-751.940830334272,,23,0,3,cuda,1,0.01358462,0.01358462,0.01358462,0.00000000,completed,structures/reference/37-P1.xyz,
37-R1,orbmol_v2,orb,-20460.717191696167,-751.917488022605,,23,0,3,cuda,1,0.01335057,0.01335057,0.01335057,0.00000000,completed,structures/reference/37-R1.xyz,
37-TS,orbmol_v2,orb,-20460.370135307312,-751.904733935558,,23,0,3,cuda,1,0.01275066,0.01275066,0.01275066,0.00000000,completed,structures/reference/37-TS.xyz,
38-P1,orbmol_v2,orb,-9477.527002334595,-348.292693237264,,18,0,2,cuda,1,0.01322210,0.01322210,0.01322210,0.00000000,completed,structures/reference/38-P1.xyz,
38-P2,orbmol_v2,orb,-12521.085064888000,-460.141389038351,,1,0,2,cuda,1,0.01223652,0.01223652,0.01223652,0.00000000,completed,structures/reference/38-P2.xyz,
38-R1,orbmol_v2,orb,-21998.765071868896,-808.439705092656,,19,0,3,cuda,1,0.01292001,0.01292001,0.01292001,0.00000000,completed,structures/reference/38-R1.xyz,
38-TS,orbmol_v2,orb,-21998.328004956245,-808.423643179871,,19,0,3,cuda,1,0.01327385,0.01327385,0.01327385,0.00000000,completed,structures/reference/38-TS.xyz,
39-P2,orbmol_v2,orb,-70041.454886436462,-2573.975991273258,,1,0,2,cuda,1,0.01153115,0.01153115,0.01153115,0.00000000,completed,structures/reference/39-P2.xyz,
39-R1,orbmol_v2,orb,-79518.841452479362,-2922.263523571993,,19,0,3,cuda,1,0.01331789,0.01331789,0.01331789,0.00000000,completed,structures/reference/39-R1.xyz,
39-TS,orbmol_v2,orb,-79518.693067550659,-2922.258070526442,,19,0,3,cuda,1,0.01381681,0.01381681,0.01381681,0.00000000,completed,structures/reference/39-TS.xyz,
4-P1,orbmol_v2,orb,-22701.325284004211,-834.258316676213,,21,0,3,cuda,1,0.01376808,0.01376808,0.01376808,0.00000000,completed,structures/reference/4-P1.xyz,
4-TS,orbmol_v2,orb,-22699.859952926636,-834.204466752350,,21,0,3,cuda,1,0.01352254,0.01352254,0.01352254,0.00000000,completed,structures/reference/4-TS.xyz,
40-P1,orbmol_v2,orb,-12593.932975947857,-462.818500391713,,22,0,2,cuda,1,0.01238823,0.01238823,0.01238823,0.00000000,completed,structures/reference/40-P1.xyz,
40-R1,orbmol_v2,orb,-25115.313410162926,-922.970744052626,,23,0,3,cuda,1,0.01342786,0.01342786,0.01342786,0.00000000,completed,structures/reference/40-R1.xyz,
40-TS,orbmol_v2,orb,-25114.875395298004,-922.954647303237,,23,0,3,cuda,1,0.01337598,0.01337598,0.01337598,0.00000000,completed,structures/reference/40-TS.xyz,
41-P1,orbmol_v2,orb,-22386.993590444326,-822.706839999562,,21,0,2,cuda,1,0.01258837,0.01258837,0.01258837,0.00000000,completed,structures/reference/41-P1.xyz,
41-R1,orbmol_v2,orb,-34908.408375144005,-1282.860346017500,,22,0,3,cuda,1,0.01316511,0.01316511,0.01316511,0.00000000,completed,structures/reference/41-R1.xyz,
41-TS,orbmol_v2,orb,-34908.087004184723,-1282.848535852580,,22,0,3,cuda,1,0.01379438,0.01379438,0.01379438,0.00000000,completed,structures/reference/41-TS.xyz,
42-P1,orbmol_v2,orb,-13861.024823427200,-509.383266920878,,17,0,3,cuda,1,0.01336494,0.01336494,0.01336494,0.00000000,completed,structures/reference/42-P1.xyz,
42-R1,orbmol_v2,orb,-11722.213711738586,-430.783408304562,,11,0,3,cuda,1,0.01341719,0.01341719,0.01341719,0.00000000,completed,structures/reference/42-R1.xyz,
42-TS,orbmol_v2,orb,-13859.677737236023,-509.333762416440,,17,0,3,cuda,1,0.01425019,0.01425019,0.01425019,0.00000000,completed,structures/reference/42-TS.xyz,
43-P1,orbmol_v2,orb,-8291.718488693237,-304.715034130823,,15,0,3,cuda,1,0.01406399,0.01406399,0.01406399,0.00000000,completed,structures/reference/43-P1.xyz,
43-R1,orbmol_v2,orb,-8290.878226518631,-304.684155065456,,15,0,3,cuda,1,0.01364372,0.01364372,0.01364372,0.00000000,completed,structures/reference/43-R1.xyz,
43-TS,orbmol_v2,orb,-8290.415368080139,-304.667145331578,,15,0,3,cuda,1,0.01408116,0.01408116,0.01408116,0.00000000,completed,structures/reference/43-TS.xyz,
44-P1,orbmol_v2,orb,-2981.078347593546,-109.552608626584,,2,0,1,cuda,1,0.01272638,0.01272638,0.01272638,0.00000000,completed,structures/reference/44-P1.xyz,
44-P2,orbmol_v2,orb,-5311.379652738571,-195.189602055708,,13,0,3,cuda,1,0.01337189,0.01337189,0.01337189,0.00000000,completed,structures/reference/44-P2.xyz,
44-TS,orbmol_v2,orb,-8291.634639501572,-304.711952729864,,15,0,3,cuda,1,0.01291382,0.01291382,0.01291382,0.00000000,completed,structures/reference/44-TS.xyz,
45-P1,orbmol_v2,orb,-11500.161146402359,-422.623127041090,,24,0,3,cuda,1,0.01297270,0.01297270,0.01297270,0.00000000,completed,structures/reference/45-P1.xyz,
45-R1,orbmol_v2,orb,-11499.716369628906,-422.606781796146,,24,0,3,cuda,1,0.01333798,0.01333798,0.01333798,0.00000000,completed,structures/reference/45-R1.xyz,
45-TS,orbmol_v2,orb,-11499.149507999420,-422.585950015495,,24,0,3,cuda,1,0.01396123,0.01396123,0.01396123,0.00000000,completed,structures/reference/45-TS.xyz,
46-P1,orbmol_v2,orb,-8520.378022730350,-313.118117015688,,22,0,3,cuda,1,0.01428046,0.01428046,0.01428046,0.00000000,completed,structures/reference/46-P1.xyz,
46-TS,orbmol_v2,orb,-11500.135366082191,-422.622179631799,,24,0,3,cuda,1,0.01344086,0.01344086,0.01344086,0.00000000,completed,structures/reference/46-TS.xyz,
47-P1,orbmol_v2,orb,-8422.494656324387,-309.520969647997,,16,0,3,cuda,1,0.01413023,0.01413023,0.01413023,0.00000000,completed,structures/reference/47-P1.xyz,
47-R1,orbmol_v2,orb,-11403.510266780853,-419.071272727319,,18,0,3,cuda,1,0.01421420,0.01421420,0.01421420,0.00000000,completed,structures/reference/47-R1.xyz,
47-TS,orbmol_v2,orb,-11402.930338382721,-419.049960751777,,18,0,3,cuda,1,0.01357059,0.01357059,0.01357059,0.00000000,completed,structures/reference/47-TS.xyz,
48-P1,orbmol_v2,orb,-25892.397277116776,-951.528049436816,,34,0,3,cuda,1,0.01430476,0.01430476,0.01430476,0.00000000,completed,structures/reference/48-P1.xyz,
48-R1,orbmol_v2,orb,-28872.291765928268,-1061.037152055609,,36,0,3,cuda,1,0.01502782,0.01502782,0.01502782,0.00000000,completed,structures/reference/48-R1.xyz,
48-TS,orbmol_v2,orb,-28872.215958356857,-1061.034366178744,,36,0,3,cuda,1,0.01353490,0.01353490,0.01353490,0.00000000,completed,structures/reference/48-TS.xyz,
49-P1,orbmol_v2,orb,-12986.951285839081,-477.261656882837,,19,0,3,cuda,1,0.01272937,0.01272937,0.01272937,0.00000000,completed,structures/reference/49-P1.xyz,
49-R1,orbmol_v2,orb,-15965.858730316162,-586.734486291383,,21,0,3,cuda,1,0.01348412,0.01348412,0.01348412,0.00000000,completed,structures/reference/49-R1.xyz,
49-TS,orbmol_v2,orb,-15965.523836135864,-586.722179157256,,21,0,3,cuda,1,0.01415694,0.01415694,0.01415694,0.00000000,completed,structures/reference/49-TS.xyz,
5-P1,orbmol_v2,orb,-11975.772449016571,-440.101520031243,,19,0,3,cuda,1,0.01435118,0.01435118,0.01435118,0.00000000,completed,structures/reference/5-P1.xyz,
5-R1,orbmol_v2,orb,-4648.545906305313,-170.830911159136,,7,0,1,cuda,1,0.01345890,0.01345890,0.01345890,0.00000000,completed,structures/reference/5-R1.xyz,
5-R2,orbmol_v2,orb,-7326.029360294342,-269.226613229764,,12,0,3,cuda,1,0.01263412,0.01263412,0.01263412,0.00000000,completed,structures/reference/5-R2.xyz,
5-TS,orbmol_v2,orb,-11974.878402709961,-440.068664435481,,19,0,3,cuda,1,0.01405092,0.01405092,0.01405092,0.00000000,completed,structures/reference/5-TS.xyz,
50-R1,orbmol_v2,orb,-17551.794887065887,-645.016565065798,,22,0,3,cuda,1,0.01388383,0.01388383,0.01388383,0.00000000,completed,structures/reference/50-R1.xyz,
50-R2,orbmol_v2,orb,-11319.168310880661,-415.971763017018,,14,0,1,cuda,1,0.01383448,0.01383448,0.01383448,0.00000000,completed,structures/reference/50-R2.xyz,
50-TS,orbmol_v2,orb,-28870.931181430817,-1060.987151497565,,36,0,3,cuda,1,0.01412130,0.01412130,0.01412130,0.00000000,completed,structures/reference/50-TS.xyz,
6-P1,orbmol_v2,orb,-11976.552688121796,-440.130193289495,,19,0,3,cuda,1,0.01307025,0.01307025,0.01307025,0.00000000,completed,structures/reference/6-P1.xyz,
6-TS,orbmol_v2,orb,-11974.679816246033,-440.061366517539,,19,0,3,cuda,1,0.01393779,0.01393779,0.01393779,0.00000000,completed,structures/reference/6-TS.xyz,
7-P1,orbmol_v2,orb,-16762.734863519669,-616.019144044568,,28,0,3,cuda,1,0.01371248,0.01371248,0.01371248,0.00000000,completed,structures/reference/7-P1.xyz,
7-R1,orbmol_v2,orb,-16762.152939081192,-615.997758715897,,28,0,3,cuda,1,0.01377310,0.01377310,0.01377310,0.00000000,completed,structures/reference/7-R1.xyz,
7-TS,orbmol_v2,orb,-16761.645071029663,-615.979094909249,,28,0,3,cuda,1,0.01387673,0.01387673,0.01387673,0.00000000,completed,structures/reference/7-TS.xyz,
8-P1,orbmol_v2,orb,-30356.725234270096,-1115.589075832027,,15,0,3,cuda,1,0.01396255,0.01396255,0.01396255,0.00000000,completed,structures/reference/8-P1.xyz,
8-R1,orbmol_v2,orb,-4277.133788108826,-157.181767567591,,12,0,1,cuda,1,0.01286523,0.01286523,0.01286523,0.00000000,completed,structures/reference/8-R1.xyz,
8-R2,orbmol_v2,orb,-26078.079084396362,-958.351729994692,,3,0,3,cuda,1,0.01288735,0.01288735,0.01288735,0.00000000,completed,structures/reference/8-R2.xyz,
8-TS,orbmol_v2,orb,-30355.204695701599,-1115.533197070293,,15,0,3,cuda,1,0.01346247,0.01346247,0.01346247,0.00000000,completed,structures/reference/8-TS.xyz,
9-P1,orbmol_v2,orb,-16730.810805320740,-614.845956544662,,26,0,3,cuda,1,0.01340101,0.01340101,0.01340101,0.00000000,completed,structures/reference/9-P1.xyz,
